_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
601607,548294,744308,the tide is high,1994.0,blondie,the tide is high (4:39 version),0,blondie
602833,712670,508623,band of gold,1998.0,freda payne,band of gold,1970,freda payne
603806,585296,73630,roll with it,1996.0,noel gallagher+oasis,roll with it,0,oasis
603935,160492,675087,encontro das águas,1993.0,jorge vercilo+jota maranhão+maurício mattar,encontro das águas,0,jorge vercilo
604263,691593,846678,bring on the sunshine,1985.0,danny epps+brenda lee,rokin' on the tables,0,danny breaks
604704,522271,352356,honky tonk (part ii),1987.0,bill doggett+berisford shepherd,honky tonk (part 2),0,bill doggett
605107,519855,401771,the cow song,2005.0,the mountain goats,the jet song,0,the stoner
605251,134768,401771,the city,2009.0,the dismemberment plan,the jet song,0,the stoner
607089,588584,327417,tuesdays gone,2005.0,lynyrd skynyrd,tuesday's gone,1973,lynyrd skynyrd
608205,204428,552332,you are free,2014.0,joseph arthur,you are free,2005,joseph arthur
608540,685445,353116,love song,2012.0,mark lenover,love and guilt,1984,mark knopfler
609318,715779,199182,save me,2005.0,shinedown,save me [pull mix],0,shinedown
609969,101342,95993,boiling point,2014.0,the the,boiling point,0,the pix
610019,723006,34534,love  you didnt do right by me,1954.0,irving berlin+rosemary clooney,love_ you didn't do right by me,2004,rosemary clooney
610682,668586,710144,the words are in my heart,1935.0,harry warren,disorder in the house,2003,warren zevon
611119,449223,411872,all your love,2004.0,otis rush+gary moore+the midnght blues,all your love [live 1990],0,gary moore
613167,656130,774316,lazy,2005.0,daniel johnston,lazy,1980,daniel johnston
615390,136344,505163,it was you,1992.0,sharleen spiteri,it was you,2008,sharleen spiteri
616273,493017,144543,starwood in aspen,2013.0,john denver,starwood in aspen,1972,john denver
619810,303114,120973,tsunami,1964.0,manic street preachers,tsunami,1998,manic street preachers
620591,726199,841101,last goodbye,2013.0,phong huynh.,last chance,1976,taï phong
621522,661482,160317,i cant live a dream,1976.0,arnold capitanelli+the osmonds,i can't live a dream,1996,the osmonds
622027,449319,574933,love me,2010.0,the cramps,love me,2006,the little willies
622037,193196,574933,love you better,2009.0,the maccabees,love me,2006,the little willies
622192,485820,574933,guys like me,2007.0,the chicharones,love me,2006,the little willies
625303,312769,833709,still in love song,2004.0,the stills,love in them there hills,1974,the pointer sisters
625621,507976,20708,eugenes lament,1995.0,mike d+adam yauch+adam horovitz+mark nishita+the beastie boys,eugene's lament,1994,beastie boys
626808,178722,473750,pop song 89,2009.0,bill berry+peter buck+mike mills+michael stipe+r.e.m.,pop song 89 (album version),1988,r.e.m.
627025,698461,574551,midnight hauler,2006.0,wood newton+tim dubois+razzy bailey,midnight hauler,1997,razzy bailey
628506,538470,936562,hoy no,1998.0,enrique urquijo+enrique urquijo y los problemas,hoy no,2001,enrique urquijo y los problemas
628882,621310,231953,you were meant for me,1946.0,nacio herb brown,you won't let me go,1997,charles brown
629220,563962,774417,el compromiso,1981.0,maría elena velasco .,el 45,0,maría elena walsh
633141,719421,609432,nervous and shakey,1985.0,the del fuegos,nervous reck,1994,the hentchmen
634367,575266,156742,yesterday when i was mad,1997.0,neil tennant+chris lowe+pet shop boys,yesterday when i was mad (junior vasquez fabulous dub),1994,pet shop boys
635242,220182,263394,we are the young,1971.0,dan hartman+charlie midnight,we are the young,1985,dan hartman
640082,731414,743356,love scene,1970.0,jerry garcia,lonesome love list,0,jerry kilgore
640412,391155,117233,i think i love you,1998.0,the partridge family,i think i love you,0,david cassidy & the partridge family
642130,102635,732721,humanity (love the way it should be),2005.0,john legend+the roots,the way it should go,2008,john ottman
643509,331273,127549,kiss an angel good morning,1975.0,ben peters+charley pride,kiss an angel good mornin',1971,charley pride
643721,693624,772000,just a little bit better,2008.0,kenny young+hermans hermits,just a kid,2003,kenny chesney
644597,730335,860978,the message,2013.0,mc jazz,the alternative argument,0,mc duke
644700,730263,574087,release me,1999.0,robert yount+eddie miller+bob williams+engelbert humperdinck,release me,1966,engelbert humperdinck
645193,418311,170916,lonely comin down,2003.0,porter wagoner+dolly parton,lonely comin' down,1990,dolly parton
645982,705600,514664,del pago,2015.0,gustavo santaolalla,del pago,0,gustavo a. santaolalla
646342,587850,53308,its not fair,2009.0,lily allen,not fair (clean radio edit),2009,lily allen
646794,319842,535090,i need you,2011.0,david cheshire,i wanna know you,0,david archuleta/hannah montana
647863,477415,339649,diving faces,1999.0,tobias menguser+jürgen herbarth+liquid child,diving faces,1998,liquid child
648631,660778,93641,are you ready for freddy?,1988.0,the fat boys,what are you doing?,1999,the cucumbers
651790,220095,251539,nubes negras,2006.0,los de adentro,nubes negras,0,los de adentro
655222,709547,516807,cherry blossoms,2009.0,stuart staples+dickon hinchliffe+david boulter+tindersticks,cherry blossoms,1995,tindersticks
655354,723721,640065,i believe in the good of life,2005.0,the hidden cameras,i want to believe in something,0,the boomers
655615,12472,932680,get here,2002.0,brenda russell+justin guarini,get here,2002,justin guarini
656309,703022,895473,back in the day punk,2011.0,the secretions,back in power (live in brighton),2005,the glitterati
656459,146585,210763,soul killing,2011.0,the ting tings,soul groovin',1995,the equals
656569,657003,744893,light my fire,1985.0,the doors,green light,2006,the pistolas
656928,690434,339078,things i know,2010.0,dan leigh,things i miss the most,2003,steely dan
658201,705781,145590,caribe,1996.0,michel camilo+paquito drivera+cachao+arrangement with sony music licensing,caribe,1988,michel camilo
658749,546293,650240,insanity,2011.0,oceanic,insanity,1991,oceanic
662910,504778,35068,where the wild roses grow,2005.0,nick cave+kylie minogue,red blooded woman/where the wild roses grow (live in new york),0,kylie minogue
663397,402996,907600,i was made to love her,1984.0,stevie wonder+lula mae hardaway+henry cosby+sylvia moy,i was made to love her,1967,stevie wonder
664348,508321,694624,la canción del viento,2012.0,javier corcobado,la canción del gitano,0,javier ruibal
664400,733593,666867,hoy tengo ganas de tí,2012.0,miguel gallardo,hoy,0,miguel morales
668268,650787,148820,have you heard (part 1),1970.0,the moody blues,time you have been wasting,2003,the salteens
668322,590283,148820,have you ever?,2002.0,the offspring,time you have been wasting,2003,the salteens
670371,700259,81512,i loves you  porgy,1988.0,george gershwin+bill evans,i can't leave you alone,1987,george mccrae
670510,703541,254009,long cool woman in a black dress,2012.0,allan clarke+roger cook+roger greenaway+the hollies,long cool woman in a black dress,1971,the hollies
670599,628607,344971,let it be me,1974.0,gilbert bécaud+dave edmunds,let it be me,1975,dave edmunds
671287,285450,266594,tammy,1988.0,jay livingston+debbie reynolds,tammy,1975,debbie reynolds
671951,732231,88604, (i never promised you a) rose garden,2007.0,joe south+lynn anderson+arrangement with sony bmg music entertainment,rose garden,1970,lynn anderson
671952,602216,88604,(i never promised you a) rose garden,2014.0,lynn anderson,rose garden,1970,lynn anderson
672591,453227,723853,keeps gettin better,2008.0,christina aguilera,keeps gettin' better,2008,christina aguilera
672767,282682,26216,im gonna get you,2012.0,angie brown,love's gonna get you,1992,jocelyn brown
673200,265919,846751,hold on,1959.0,hall johnson+peggy lee,hold on to freedom,0,lee michaels
673255,526402,60217,lonesome cowboy,1957.0,sid tepper+roy c. bennett+elvis presley,lonesome cowboy,1957,elvis presley
674164,83462,701566,im good,2004.0,clipse,i'm good,2009,clipse
679217,261975,277272,big wind,1961.0,porter wagoner,big wind,1997,porter wagoner
679600,230083,29680,rock bottom,2005.0,ufo,rock bottom / shoot shoot,0,ufo
681034,214484,783958,the organ donor,2007.0,josh davis+dj shadow,organ donor,1996,dj shadow
681741,722495,777718,the big loop,1993.0,the horseflies,the zone,2003,the reach
681774,134768,777718,the city,2009.0,the dismemberment plan,the zone,2003,the reach
681779,725001,777718,the weatherman (pt.2),2014.0,alert the medic,the zone,2003,the reach
681839,466036,777718,the rose march,2012.0,the smashing pumpkins,the zone,2003,the reach
682041,219254,777718,the chainsaw juggler,2011.0,the four postmen,the zone,2003,the reach
682100,519855,777718,the cow song,2005.0,the mountain goats,the zone,2003,the reach
682867,303143,412784,shake your bon-bon,1964.0,ricky martin,shake your bon-bon,1999,ricky martin
683973,449319,218423,love me,2010.0,the cramps,shoot me with your love,0,the shamrock singers
684991,237260,619163,i wanna be your man,1995.0,john lennon+paul mccartney+the rolling stones,i can't be satisfied,1965,the rolling stones
684995,700166,619163,i wanna be your man,2001.0,john lennon+paul mccartney+the rolling stones,i can't be satisfied,1965,the rolling stones
685093,262158,540363,the carroll county accident,1961.0,porter wagoner,the carroll county accident,1989,porter wagoner
685527,694876,177373,the way you make me feel,2009.0,michael jackson,don't make me wait,0,jermaine jackson
686116,214901,579776,weapon,2001.0,matthew good,weapon,2002,matthew good
686762,125719,67512,not in iowa,2010.0,kelly pardekooper,not in iowa,0,kelly pardekooper
687421,620388,429200,youre in my heart,1993.0,rod stewart,my heart & i,2006,amii stewart
689601,630642,7907,in the shadows,2004.0,the rasmus,the slide,0,the rhythm rockers
689715,722495,7907,the big loop,1993.0,the horseflies,the slide,0,the rhythm rockers
691206,722914,444262,love aint easy,1990.0,stan meissner,love touch-up,0,stan mosley
692170,588111,354459,how can i hold you close enough?,1935.0,johnny green+marjory logan,hold me close,0,johnny otis
692175,658427,354459,hold me now,1987.0,johnny logan,hold me close,0,johnny otis
692957,250245,556112,loving her was easier (than anything ill ever do again),1969.0,kris kristofferson,loving her was easier (than anything i'll ever do again),1971,kris kristofferson
695432,151180,125784,fight for you,2009.0,morgan page,fight for you,2010,morgan page
697376,624106,640239,the planet,1997.0,gang starr,the republic,1981,gang of four
699618,402768,91362,viva la fever,2004.0,sam hollander+david schommer+jill cunniff+cooler kids,viva la fever,2003,cooler kids
704070,703975,330160,petals in the wind,2009.0,jean picard-ami,pidgeon in the gate,0,jean carignan
704110,724958,330160,turkey in the straw,1934.0,,pidgeon in the gate,0,jean carignan
704315,555323,330160,when the saints go marching in,2008.0,,pidgeon in the gate,0,jean carignan
705070,383658,678354,one lover at a time,1987.0,jimmy scott+richard feldman+atlantic starr+arrangement with warner special products,one lover at a time,1987,atlantic starr
706972,535579,401904,le rêve,2012.0,alexis rault,le veuf,2004,alexis hk
707329,642364,250004,dancing in the dark,1990.0,bruce springsteen,lost in the flood,1973,bruce springsteen
707472,236829,28566,whats so scary about that?,2004.0,the backyardigans,what's so scary 'bout that?,2006,the backyardigans
709407,693117,681154,ruby  my dear,1988.0,thelonious monk,ruby_ my dear,0,thelonious monk
712737,718322,793158,chinese blues,2007.0,the sousa band,steam punk blues,0,the hormonas
714093,393455,376860,pensando em você,2008.0,henrique cerqueira+claudia leitte,pensando em você,2008,cláudia leitte
714624,655783,323356,your song (acoustic session at the engine room),2011.0,kate walsh,your song,2007,kate walsh
715083,146531,89061,when did your heart go missing?,2011.0,rooney,when did your heart go missing?,2007,rooney
715375,543290,40132,cant help myself,2012.0,that rogue romeo,myself to myself,1981,romeo void
715773,401576,747162,my imagination,2003.0,all star,losing my religion,0,ryan star
717221,630642,282715,in the shadows,2004.0,the rasmus,in lieu,2001,the icarus line
717525,87482,673976,hearts on fire,1999.0,john cafferty,heart's on fire (2006 digital remaster),0,john cafferty
717892,525843,895669,la ñeca,2007.0,rufo garrido+pedro laza y sus pelayeros,la negra caliente,0,pedro laza y sus pelayeros
717966,719396,405948,last christmas,2015.0,the bosshoss,last man alive,2010,the brought low
719202,721382,796376,house of the rising sun,2015.0,the animals,cut down the setting sun,0,the flesh eaters
722608,281356,256745,superhuman touch,2009.0,athlete,superhuman touch,2009,athlete
723748,686006,242641,loving cup,1969.0,mick jagger+keith richards+the rolling stones,loving cup,1972,the rolling stones
724031,374967,145651,spitting games,2005.0,snow patrol,spitting games,2003,snow patrol
724428,100802,417246,under pressure,2007.0,crooked fingers,under sad stars,2000,crooked fingers
725085,101212,283015,lost a girl,2007.0,new young pony club,lost a girl,2010,new young pony club
725537,301775,97855,souvenir,1964.0,orchestral manoeuvres in the dark,souvenir (hard house version),1998,orchestral manoeuvres in the dark
727219,346268,912781,star spangled banner,2014.0,madison rising,star,2005,ten madison
728718,671536,572716,aint got no home,1987.0,clarence frogman henry,aint got no home,0,clarence frogman henry
729008,85289,103767,what have you done for me lately,2005.0,janet jackson,what have you done for me lately,1986,janet jackson
729553,718991,157170,me for you  forever,1943.0,harry revel,a fool for you,0,harry belafonte
730920,384812,288834,where are you baby?,1991.0,betty boo,where are you baby?,1990,betty boo
731996,457143,661513,relight my fire,2009.0,dan hartman,relight my fire,1988,dan hartman
733154,732685,496510,after the storm,2001.0,steve carter,the morning after,1999,steve bug
733962,723721,390832,i believe in the good of life,2005.0,the hidden cameras,rise in the strength of jah,1999,the viceroys
734026,630642,390832,in the shadows,2004.0,the rasmus,rise in the strength of jah,1999,the viceroys
734221,380592,390832,top of the world,2005.0,the all-american rejects,rise in the strength of jah,1999,the viceroys
734236,389440,390832,end of the line,1989.0,the traveling wilburys,rise in the strength of jah,1999,the viceroys
734797,83816,213279,live fast die young,2004.0,circle jerks,live fast die young,1980,circle jerks
735124,731844,333171,sadness,2011.0,the broken lyre,oriental sadness (1998 digital remaster),1966,the hollies
735327,569819,936607,entre dos tierras,2009.0,enrique bunbury+joaquín cardiel+pedro andreu+juan valdivia+héroes del silencio,entre dos tierras (2000 digital remaster),0,héroes del silencio
736576,708291,121696,for the good times,2002.0,kris kristofferson+jonathan pryce,for the finding,0,kris gruen
737095,716413,332106,trojan horse,2005.0,the rattlesnakes,horse feathers,0,the pope
738006,536859,127742,the catalyst,2010.0,linkin park,the unshockable,2007,maximo park
739180,185680,619124,mundo animal,2006.0,dinho+mamonas assassinas,mundo animal,1995,mamonas assassinas
739262,407648,906012,raga bairagi bhairva,2012.0,ustad bary fateh ali khan,raga durga,2006,amjad ali khan
740185,338596,635283,words into action,1986.0,mike leeson+peter vale+jermaine jackson,words into action,1990,jermaine jackson
740426,678114,715950,rally the funk,2012.0,keith horn+doug bossi,uncut funk,1998,keith leblanc
740448,415103,939594,wake up,2007.0,hilary duff,wake up,2005,hilary duff
740826,522789,594115,el fantasma de elvis,2008.0,sabino méndez+loquillo y trogloditas,el fantasma de elvis,0,loquillo y los trogloditas
740870,522798,594115,el hombre de negro,2008.0,johnny cash+loquillo y trogloditas,el fantasma de elvis,0,loquillo y los trogloditas
741498,220122,561355,como me voy a olvidar,2006.0,los autenticos decadentes,no me vuelvo a enamorar,1997,los titanes
741767,674053,461588,the customer is always right,1952.0,the modernaires,the universe is drifting apart,2007,the scottish enlightenment
743648,270482,116410,the very thought of you (album version) ,2008.0,ray noble+ella fitzgerald,different kind of cowboy (album version),0,ray scott
745958,428409,314737,fall,2014.0,the psychedelic furs,fall,1980,the psychedelic furs
747580,69997,396897,let it rain,1995.0,amanda marshall,let it rain,1995,amanda marshall
749079,258775,599604,soul meets body,2003.0,death cab for cutie,soul meets body (rolling stone original),0,death cab for cutie
755691,312591,151501,one more time,2004.0,daft punk,one more time / aerodynamic,2007,daft punk
756344,575278,784494,being boring,1997.0,neil tennant+chris lowe+pet shop boys,being boring (live),2000,pet shop boys
756503,722034,595289,kicking with you,2010.0,jason mraz+arrangement with warner music group film+tv licensing,kickin' with you (soundtrack version),0,jason mraz
757856,171462,267293,darkside,2012.0,seth shifty shellshock binzer+bret mazur+crazy town,darkside,1999,crazy town
757995,334626,565840,mi mariachi,1994.0,mariachi sol de mexico de jose hernandez+jose l. hernandez,mi jalisco,0,mariachi sol de mexico
760601,693118,932573,i mean you,1988.0,thelonious monk+coleman hawkins,i mean you,1983,thelonious monk
761598,118746,508518,wanted dead or alive,2003.0,jon bon jovi+richie sambora+hanna pakarinen,dead or alive,0,hanna pakarinen
762114,313895,869556,1973,1998.0,james blunt,1973  (album version),2007,james blunt
762541,649836,27751,strange times,2008.0,the black keys,strange times,2008,the black keys
763022,695823,540043,if you leave me now,1999.0,peter cetera+chicago,don't you let me down,1978,peter criss
763935,550113,115949,midnight stomp,2009.0,james taylor,midnight voyage,1999,martin taylor
764085,705617,94489,in a moment of madness,1944.0,jimmy mchugh+helen forrest   with harry james+his orchestra,touch of madness,0,o
764086,489456,94489,my touch of madness,1997.0,michael lovesmith+jermaine jackson+arrangement with polygram film+tv licensing,touch of madness,0,o
764187,684583,84913,i fall in love too easily,1999.0,sammy cahn+jule styne+chet baker,i fall in love too easily,1956,chet baker
766955,302400,583855,lenny,1964.0,supergrass,lenny,1995,supergrass
768534,366966,853737,boxcar blues,2001.0,kenny brown,lonesome katy blues,2003,kenny brown
769308,374890,130324,tryin to get the feeling again,1975.0,barry manilow,back to the wall,2002,barry blue
769968,722342,493230,wrap your troubles in dreams,2008.0,the 69 eyes,all your dreams [remastered version],0,the levellers
770432,87956,828872,ukranian dance #13,2002.0,the red elvises,duck dance,2007,red dragon
772352,473584,946083,closer,2003.0,goapele mohlabane+anthony anderson+michael aaborg+goapele,closer,2003,goapele
774115,517495,334994,un giorno così,2010.0,massimo pezzali+883+arrangement with warner music group film+tv licensing,un giorno così,1998,883
775624,50747,619598,six pack summer,2003.0,phil vassar,six-pack summer,2000,phil vassar
775725,4544,276687,crimewave [crystal castles vs. health],2008.0,crystal castles,crimewave,2008,crystal castles
776971,620439,443741,melancholy mood,1949.0,walter schumann,blue mood,0,little walter
778496,718772,116524,if i didnt care,2013.0,the ink spots,if i didn't care (lp version),0,the moments
779591,544024,403489,at the fireplace,2007.0,altan urag,the roseville,2005,altan
779623,496172,728197,dance on your grave,1998.0,louise hoffsten+arrangement with bmg music publishing music,dance on your grave,1995,louise hoffsten
780623,683397,217127,lives in the balance,1987.0,jackson browne,lives in the balance,1986,jackson browne
781247,77542,325970,pétalo de sal,2005.0,fito páez+mariano otero,pétalo de sal,1992,fito paez
781685,708063,4613,everythings gonna be cool this christmas (electric version),2006.0,mark oliver everett+the eels   with butch norton,everything's gonna be cool this christmas,1998,eels
782230,644832,772704,how do you feel about foolin around,1985.0,kris kristofferson+willie nelson,how do you feel about foolin' around,1978,kris kristofferson;willie nelson
783088,578562,83236,say the word,1986.0,arcadia+simon le bon  / nick rhodes,say the word (theme from 'playing for keeps') (7' edit) (2010 digital remaster),0,arcadia
784624,591563,2056,reet  petite  and gone,1947.0,louis jordan+louis jordan   with his tympany five,reet_ petite and gone,0,louis jordan
786250,449319,20046,love me,2010.0,the cramps,light of love,0,the lewis family
786533,172644,829442,paris,2003.0,la rocca,paris,0,la rocca
786669,184727,552835,el onanista de la caja de sorpresas,2000.0,tam tam go,el onanista de la caja de sorpresas,0,tam tam go!
787741,685203,819861,cypress grove blues,2003.0,skip james,cypress grove blues,1931,skip james
788090,346196,501729,un uomo si è dimesso,2009.0,ennio morricone,un uomo da rispettare (titoli),2005,ennio morricone
788096,713603,150365,niños,2008.0,pedro guerra,niños,2001,pedro guerra
788356,733846,721705,el mundo al revés,2007.0,maría isabel,el mundo al revés,0,maria isabel
789205,467730,80387,bakerman,2016.0,laid back  ),bakerman (arnold palmer radio edit),2006,shaun baker vs. laid back
789219,717299,343100,apaixonada por você,2004.0,wanessa camargo,apaixonada por você,0,wanessa
792117,717251,137495,foggy mountain breakdown,2006.0,earl scruggs+flatt+scruggs,cowboy's breakdown,0,earl wild
793581,710056,818610,be yourself,2009.0,graham nash+terry reid+arrangement with warner music film+tv licensing,be yourself [2008 stereo mix],0,graham nash
794411,669393,551185,four horseman of the apocalypse,2010.0,ray wylie hubbard+liz foster+lucas hubbard,dust of the chase,0,ray wylie hubbard
794462,652271,551185,just for the hell of it,1981.0,ray stevens,dust of the chase,0,ray wylie hubbard
794541,721719,551185,the birth of the blues,1948.0,ray henderson,dust of the chase,0,ray wylie hubbard
795178,720943,12480,lobby of love,2013.0,mark horpinitch,operation love,0,mark ashley
797384,362939,617167,changes iv,2012.0,cat stevens,changes iv,1971,cat stevens
798419,457343,368286,we roll deep,2013.0,the conscious daughters+carla m green+abdul-wali muhammas+karryl y smith,we roll deep (smooth radio remix),1993,the conscious daughters
799227,271355,555955,champagne waltz,1956.0,the top twenty,champagne & misery,1996,the clean
799343,11279,309977,i saw your face,2002.0,antonio dixon+kenneth babyface edmonds+harvey mason jr.+justin guarini,i saw your face,2003,justin guarini
803546,425122,452971,patt (party all the time),2008.0,sharam,patt,2007,sharam
803978,426811,916891,harder  better  faster  stronger,2015.0,daft punk,harder better faster stronger (alive extended 2007),0,daft punk
804991,205708,13118,bruttosozialprodukt,2015.0,friedel geratsch+reinhard baierle+geier sturzflug,bruttosozialprodukt,1982,geier sturzflug
805745,449319,731000,love me,2010.0,the cramps,searching for love,1976,the manhattans
807853,178065,721692,kick drum heart,2010.0,scott yancey avett / timothyseth avett / robert william crawford jr+the avett brothers,kick drum heart,2009,the avett brothers
809305,520954,189946,just,1995.0,radiohead,just,1995,radiohead
809369,553263,158085,rehab,2012.0,amy winehouse,rehab,2006,amy winehouse
811024,96132,314916,your wake up call,2015.0,lita ford,wake up and walk away,2006,marc ford
811638,560788,700786,mr. sandman,2009.0,pat ballard+dickie valentine,mr sandman,2003,dickie valentine
811719,729773,477029,la misma cancion,2000.0,ozomatli,la misma cancion,2005,ozomatli
813633,669156,622446,what you really want,1987.0,michael sembello+david batteau,what you really want (bonus track),0,michael sembello
814218,663130,283231,crazy in love,2013.0,jay z+richard christopher harrison+beyoncé knowles+eugene record+kind permission of emi music publishing australia pty limited+warner/chappell music australia pty ltd+j. albert+son pty ltd.+music publishing pty ltd+the bryan ferry orchestra,crazy love,1988,bryan ferry
818241,687431,248474,have a little faith in me,1998.0,john hiatt,have a little faith in me,1987,john hiatt
819115,686068,20656,love me tender,1977.0,ken darby+elvis presley  )+frank sinatra,love me tender,1956,elvis presley
819564,373097,718561,un dernier verre (pour la route),2011.0,zach condon+kendrick strauch+beirut,un dernier verre (pour la route),2007,beirut
820463,328752,493820,i need you now,2014.0,smokie norful,i need you now,2003,smokie norful
820985,588707,188821,lonesome trail,1947.0,jimmy wakely,lonesome tears,0,jimmy gilmer
821361,394420,916450,the dragonfly,2008.0,clutch,the dragonfly,0,clutch
821833,545511,345088,hashdealer,2005.0,bongzilla,hashdealer,2002,bongzilla
822220,220371,161836,push it,2014.0,salt-n-pepa,push it,0,salt-n-pepa
822430,487867,13098,plastic dreams,2004.0,jaydee,plastic dreams,1992,jaydee
823062,471276,850761,the fear,2014.0,lily allen,the fear,2008,lily allen
823484,708424,850761,the railroad corral,1950.0,rex allen,the fear,2008,lily allen
823620,717953,609158,die slow,2010.0,health,die slow,0,health
824700,298555,709926,i believe in father christmas,1964.0,greg lake+pete sinfield,i believe in father christmas -  theme from sleigh ride to the winter palace,0,greg lake
825190,728839,294135,its all too much,1968.0,the beatles+george harrison,just too much to hope for,2007,the monitors
825650,727819,869584,burning house of love,1985.0,john doe+exene cervenka+x.,burning house of love,0,x
826538,457204,95595,skygazer (3002 remix),2009.0,alucidnation+bruce bickerton,skygazer (3002 remix),2005,alucidnation
826725,294393,111473,banana boat song,2002.0,stan freberg,banana boat (day-o),1990,stan freberg
826858,707877,724028,la mentira,2006.0,álvaro carrillo+ana belén,la mentira,1994,ana belén
827686,714203,340721,those days are gone,1991.0,the checks,good times are gone forever,0,the equals
827918,662907,831267,look again,1970.0,the brooklyn bridge,look again,0,the draymin
828461,450689,483016,magnolia soul,2010.0,william abers+ulises bella+raul pacheco+justin poree+asdrubal sierra+jiro yamaguchi+kc porter+jabulani smith-freeman+ozomatli,magnolia soul,2007,ozomatli
830231,725350,163211,at the dawning of the day,1937.0,john mccormack,the dawning,0,john michael talbot
831136,631775,289959,pistol packin mama,1944.0,al dexter,pistol packin' mama,1993,al dexter
833587,708231,388799,desert storm,1996.0,william smith,desert sands,0,stuff smith
833667,643490,88410,chicago (we can change the world),1999.0,graham nash,chicago / we can change the world [alternate mix],0,graham nash
834281,730573,755288,the rio grande,2003.0,peter mullan,the touriste,0,peter la farge
834524,333654,730403,never can say goodbye,2016.0,the communards,never say never,2009,the fray
834529,684553,730403,ill never say never to always,2009.0,the manson family,never say never,2009,the fray
834530,586369,730403,never say never,2016.0,the fray,never say never,2009,the fray
834540,721143,730403,never be me,1969.0,the pretty things,never say never,2009,the fray
835920,701876,844800,real world,2009.0,the all-american rejects,world came down,0,the cold
836058,352487,188802,suite for toy piano,2004.0,john cage,1: suite for a toy piano - 1948,0,john cage
839915,734428,950086,back to fantasy,2013.0,the bandaloop,back to dreamin' again,0,the grass roots
840744,717018,951259,this must be the place (naive melody),1987.0,david byrne+jerry harrison+tina weymouth+chris frantz+the talking heads+arrangement with warner special products,this must be the place (naive melody) (2005 remastered lp version ),0,talking heads
840745,717051,951259,this must be the place (naïve melody),2010.0,david byrne+tina weymouth+jerry harrison+chris frantz+talking heads+arrangement with warner music group film+tv licensing,this must be the place (naive melody) (2005 remastered lp version ),0,talking heads
840927,724420,207477,you better be careful,1967.0,the golliwogs,better be good,1976,the real kids
844442,83911,389420,the voice,2004.0,harry gregson-williams,the roc,2003,harry gregson-williams
844671,509643,927529,el santo cachon,2000.0,romualdo brito+los embajadores vallenatos  with robinson damian,el aventurero,2005,los embajadores vallenatos
847037,152880,210638,im so afraid,1984.0,lindsey buckingham+fleetwood mac,i'm so afraid [live],2008,lindsey buckingham
847459,725668,550535,exceeder - special mix,2008.0,mason,exceeder,0,mason
849843,435713,592226,diaraby magni (yossi fine as radiks remix),2010.0,vieux farka touré+arrangement with ocean park music group,diaraby magni,2009,vieux farka touré
850511,516076,812712,you dont miss your water,2002.0,william bell+otis redding,you don't miss your water ( lp version),0,otis redding
851885,209602,883866,paris  texas,2010.0,ry cooder,paris_ texas,0,ry cooder
852275,651928,518113,she dont care about time,2013.0,gene clark+the byrds,she don't care about time,1965,the byrds
852831,245980,191578,turn the beat around,2016.0,vicki sue robinson,turn the beat around,1976,vicki sue robinson
853334,485864,543106,i wanna rock you,1979.0,harold faltermeyer+keith forsey+giorgio moroder,i wanna rock you,1985,giorgio moroder
854120,664644,134270,they looked so pretty on the envelope,1943.0,jay gorney+victor moore,on the mainland,1996,christy moore
854719,721403,531474,fade to grey,2005.0,visage,fade to grey,1980,visage
856326,729705,677144,the wabe,1968.0,john simon+peter yarrow,now's the time,0,john lewis
859920,469772,891734,no other one,2006.0,rachael lampa+tommy sims,no other one,0,rachael lampa
862737,312769,366626,still in love song,2004.0,the stills,still in love song (napsterlive version),0,the stills
862942,205630,28869,b boy baby,2007.0,mutya buena+amy winehouse,b boy baby,2008,mutya buena
863752,333654,891821,never can say goodbye,2016.0,the communards,never can say goodbye (classical mix),1987,the communards
863766,686529,891821,classical,2012.0,the j.hexx project+desecrated,never can say goodbye (classical mix),1987,the communards
863769,586369,891821,never say never,2016.0,the fray,never can say goodbye (classical mix),1987,the communards
864467,312769,709617,still in love song,2004.0,the stills,in the still of the night,1960,the flamingos
864670,630642,709617,in the shadows,2004.0,the rasmus,in the still of the night,1960,the flamingos
864712,721382,709617,house of the rising sun,2015.0,the animals,in the still of the night,1960,the flamingos
864806,380592,709617,top of the world,2005.0,the all-american rejects,in the still of the night,1960,the flamingos
864835,389440,709617,end of the line,1989.0,the traveling wilburys,in the still of the night,1960,the flamingos
864994,723721,709617,i believe in the good of life,2005.0,the hidden cameras,in the still of the night,1960,the flamingos
865060,703022,709617,back in the day punk,2011.0,the secretions,in the still of the night,1960,the flamingos
865084,219293,709617,a day in the life,2011.0,the beatles,in the still of the night,1960,the flamingos
865261,426815,152492,te odio,2002.0,rudy pérez+joel numa+pablo montero,te odio,0,pablo montero
866078,536909,450053,lightbulbs,2008.0,the answering machine,lightbulbs,2009,the answering machine
868443,667643,875233,blue moon,2012.0,richard rodgers+the marcels,blue moon,1977,the marcels
868493,55891,875233,blue eyes woman,2007.0,the go,blue moon,1977,the marcels
868737,13,615793,someday,2002.0,julian casablancas+the strokes,someday,2001,the strokes
871389,537805,204422,take the a train,2004.0,billy strayhorn+duke ellington+the duke ellington orchestra,take the a train,1969,duke ellington and his orchestra
