product_name,num_of_words,total_str_len,avg_word_len,fraction_capitalized,num_of_non-Eng_words,num_of_digits,word(s)_with_uppercase_letters,starts_with_brand,paranthesis,)_in_last_word,\w-\w_end,\w-\w_second,\d_end,contains_year,contains_inch_info,contains_core_info,starts_with_i,concatenated_words,keywords_downstream,is_was_downstream,(_downstream,$_downstream,the_upstream,",_or_._after_string",\w-\w_downstream,label
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acer S7-392-6411 and Samsung Book 9,6,30,5.0,0.75,2,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Apple Air. Each,3,13,4.333333333333333,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Windows PC,2,9,4.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Samsung Exynos-powered Galaxy Tab,4,30,7.5,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Samsung Book 9 Plus (5:51). But,6,26,4.333333333333333,1.0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Dell covers,2,10,5.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft is,2,11,5.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Microsoft Surface with,3,20,6.666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Falcon Northwest Mach,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
acer travelmate,2,14,7.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Apple MacBook 13-inch,3,19,6.333333333333333,1.0,1,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"Lenovo Y460, HP dm4",4,16,4.0,1.0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
Intel vPro,2,9,4.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Windows 8,2,8,4.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Google Apps for,3,13,4.333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Inspiron 13,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Lenovo ThinkPad Yoga,3,18,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Origin Genesis (Core,3,18,6.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
Falcon Northwest,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Apple Mac mini,3,12,4.0,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
PC you,2,5,2.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Asus Transformer,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toshiba Satellite U845W offered,4,28,7.0,0.6666666666666666,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Precision,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony VPC-L231FX/W,2,16,8.0,1.0,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Maingear F131,2,12,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Apple (running Boot Camp and,5,24,4.8,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Acer Aspire TimelineX,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Nvidia GeForce GT 520M discrete,5,27,5.4,0.75,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dell Inspiron 15 Non-Touch,4,23,5.75,1.0,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Apple MacBook,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Windows key. The Windows key,5,24,4.8,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asus ROG,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Acer C720 Chromebook,3,18,6.0,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Dell Latitude 14 Rugged,4,20,5.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Intel Core i5-2400S processor. At 3D,6,31,5.166666666666667,1.0,3,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
AMD Mobility Radeon HD 6370 graphics,6,31,5.166666666666667,0.8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windows 7,2,8,4.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Northwest Mach,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lenovo ThinkPad Yoga,3,18,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Acer S7,2,6,3.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Acer Aspire Predator,3,18,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Acer Chromebook,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Apple Mac,2,8,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Polywell Poly,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AMD Athlon II X4 630 processor,6,25,4.166666666666667,0.75,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Samsung Series 9. Unlike,4,21,5.25,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell XPS 15z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Compaq Presario,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Toshiba lost,2,11,5.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Z220,2,6,3.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotac Zbox,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cerise a,2,7,3.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intel Core 2 Quad,4,14,3.5,1.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Intel vPro technology and Microsoft System Center,7,43,6.142857142857143,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Northwest,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Vinci Tab III,3,11,3.6666666666666665,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Latitude 14,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Envy,2,6,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Asus All in,3,9,3.0,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Maingear Pulse,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Core 2,3,10,3.3333333333333335,1.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Intel Education Administrator, a",4,29,7.25,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Intel Core i7-3770 processor, 1GB Nvidia",6,35,5.833333333333333,1.0,3,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Intel Atom processor, DVD movies and",6,31,5.166666666666667,0.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acer Aspire Switch,3,16,5.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Windows Vista,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Windows Live Toolbar for Internet Explorer,6,37,6.166666666666667,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Asus Transformer Book,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Samsung ATIV Book,3,15,5.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nvidia GeForce 310M graphics card. The,6,33,5.5,0.75,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Lenovo ThinkPad,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HP EliteBook 1020 brought,4,22,5.5,0.6666666666666666,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dell XPS 710, the Gateway",5,21,4.2,0.75,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows 8.1. The,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Chromebook,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MSI GS60,2,7,3.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Asus Zenbook Prime,3,16,5.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Asus ROG Rampage IV Gene motherboard comes,7,36,5.142857142857143,0.7142857142857143,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Inspiron One,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Apple MacBook Pro 15-inch (Mid,5,26,5.2,1.0,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Digital Storm,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP is,2,4,2.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asus Transformer,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Chromebook 11,3,16,5.333333333333333,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Samsung Galaxy S4 (Verizon,4,23,5.75,1.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Play,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows 7,2,8,4.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Horizon,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Asus Chromebox,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Latitude 12 7000,4,18,4.5,1.0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
HP Pavilion,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intel HD Graphics. While,4,21,5.25,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apple MacBook Pro,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Falcon Northwest,2,15,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Google Chrome,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Intel Core M (seen,4,15,3.75,1.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Apple MacBook Pro,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Apple MacBook,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dell Studio,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microsoft Office Trial, Family Paint, and Remote",7,42,6.0,0.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fuhu Nabi 2 to,4,11,2.75,0.6666666666666666,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Apple Air don't,3,13,4.333333333333333,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acer C710-2055 (4:12). While,4,25,6.25,1.0,2,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Core,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Intel Core i7 chip,4,15,3.75,0.6666666666666666,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Asus VivoTab Note,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dell Optiplex 780 Ultra,4,20,5.0,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSI GS60 Ghost,3,12,4.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell XPS 18,3,9,3.0,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
Dell Inspiron,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lenovo ThinkPad Yoga,3,18,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Google Drive,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcon Northwest Fragbox,3,22,7.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Sony just,2,8,4.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alienware or Origin PC). The desktop,6,31,5.166666666666667,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sony VAIO VPC-SA2GFX/BI,3,21,7.0,1.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Storm,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acer Aspire,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Apple iPad. Windows RT shares,5,25,5.0,0.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Windows 7 Home,3,12,4.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Play app store. That,5,23,4.6,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Slate,2,7,3.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Asus Zenbook,2,11,5.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Pavilion 11tn000,3,17,5.666666666666667,1.0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Storm Velox (Core i7-7700K),5,31,6.2,1.0,2,5,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Sony VAIO,2,8,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Dell Inspiron,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MSI GT70 2PC,3,10,3.3333333333333335,1.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Dell Software Store Website,4,24,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Inspiron,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Dell Chromebook 11,3,16,5.333333333333333,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
PC space. Not everyone,4,19,4.75,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Power Manager and Dell protected Workspace,7,41,5.857142857142857,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Intel Core 2 Duo T5800,5,18,3.6,1.0,2,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
HP EliteBook Folio,3,16,5.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Intel Core,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Apple MacBook Pro 15-inch,4,22,5.5,1.0,1,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
velocity micro vector gx campus,5,27,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo IdeaPad,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Toshiba Portégé,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSI Trident HP Elite Slice,5,22,4.4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Mac mini (Late,4,17,4.25,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows PC,2,9,4.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP Elite Slice Digital,4,19,4.75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CyberPower Zeus,2,14,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Sony VAIO VPC-Z1160GSX,3,20,6.666666666666667,1.0,1,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
Cyberpower 4000SE,2,16,8.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Micron SSD,2,9,4.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Yoga,2,10,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Core 2,3,10,3.3333333333333335,1.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dell Venue,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toshiba Satellite,2,16,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lenovo IdeaTab Lynx,3,17,5.666666666666667,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
nVidia GeForce 9600M GT,4,20,5.0,0.6666666666666666,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSI GS60 Ghost,3,12,4.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows 10 PC you,4,14,3.5,0.6666666666666666,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asus Zenbook Prime Touch,4,21,5.25,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Lenovo ThinkPad Helix,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dell Latitude E6430,3,17,5.666666666666667,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell Latitude,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intel Compute Stick,3,17,5.666666666666667,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenovo IdeaPad Miix,3,17,5.666666666666667,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Asus apps,2,8,4.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Z1,2,4,2.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Google toolbar,2,13,6.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Stealth (Intel Core i5, Early 2017) HP",7,32,4.571428571428571,1.0,3,5,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Samsung ATIV Book,3,15,5.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSI AG270 Gaming All-in-One,4,24,6.0,1.0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"Microsoft Office Trial, and",4,24,6.0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intel Core,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Nvidia 870M,2,10,5.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Acer Cloudbook 14 lasted,4,21,5.25,0.6666666666666666,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MSI GE62,2,7,3.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
AMD chip,2,7,3.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dell Venue,2,9,4.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Venue 11 Pro,4,14,3.5,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Omni,2,6,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dell XPS,2,7,3.5,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MSI GS60,2,7,3.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Dell M1530,2,9,4.5,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Dell Latitude 14,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HP Elite Slice Digital Storm Velox (Core,7,34,4.857142857142857,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Dell Venue 11 Pro,4,14,3.5,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Storm,2,12,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
