_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists,gold_labels
34902860,15923,686222,no more heroes,1975.0,the stranglers,no fun,2003,the black keys,0
34902883,549608,686222,no comment,1987.0,the shangs,no fun,2003,the black keys,0
34902951,308377,686222,no one,2006.0,alicia keys,no fun,2003,the black keys,0
34903022,717914,686222,no justice,2005.0,the retaliates,no fun,2003,the black keys,0
34903042,721393,686222,no more heroes,2005.0,the stranglers,no fun,2003,the black keys,0
34903111,608283,686222,no way out,2011.0,the dts,no fun,2003,the black keys,0
34903186,247612,686222,no secret why,2010.0,the coast,no fun,2003,the black keys,0
34903208,649830,686222,no trust,2008.0,the black keys,no fun,2003,the black keys,0
34904773,340309,261924,keys to the city,1991.0,david young,entrance to the stars,0,jacob young,0
34905033,723660,261924,bottom to the top,2007.0,young noah+rome+aaddict,entrance to the stars,0,jacob young,0
34905185,634991,261924,coming down to the wire,2012.0,mark e. young,entrance to the stars,0,jacob young,0
34906602,357900,301238,cant get enough of your love,2014.0,mick ralphs+bad company,can't get enough,1970,bad company,0
34907124,672117,79981,america,1981.0,neil diamond,america,1980,neil diamond,0
34908758,685185,849955,illinois blues,2003.0,skip james,st. louis blues,0,james p. johnson,0
34908875,683249,849955,honeymoon blues,1992.0,robert johnson,st. louis blues,0,james p. johnson,0
34910343,103724,572593,symphony no. 3 in e-flat major  op. 55 eroica/i. allegro con brio (instrumental),2005.0,ludwig van beethoven+new york philharmonic ; leonard bernstein,symphony no. 39 in e-flat major_ kv 543/iv. finale. allegro,0,leonard bernstein;new york philharmonic,0
34910724,51755,615966,home,2005.0,chris daughtry,home,2006,daughtry,0
34919511,297094,617556,let her in,2009.0,gary benson+john travolta,let her in,1992,john travolta,0
34925251,725633,734552,firestarter (instrumental),1996.0,the prodigy,totem pole (instrumental),0,the honeycombs,0
34925956,474925,782573,it takes more,2000.0,silkk the shocker,it takes one to know one (album version),2004,the donnas,0
34926104,175458,782573,wasnt born to follow (album version),2013.0,the byrds,it takes one to know one (album version),2004,the donnas,0
34926249,657035,782573,five to one,1987.0,the doors,it takes one to know one (album version),2004,the donnas,0
34926695,512630,189521,nothing,2004.0,the fugs,all or nothing,2008,the subways,0
34926792,555255,189521,all talk,2010.0,the enablers,all or nothing,2008,the subways,0
34926941,732455,189521,all apologies,2014.0,inhale the fall,all or nothing,2008,the subways,0
34927797,313676,636584,same old thing,2016.0,the meters,same old story,1996,the oppressed,0
34927802,451821,636584,same jeans,2007.0,the view,same old story,1996,the oppressed,0
34927876,600370,636584,story problem,2007.0,the envy corps,same old story,1996,the oppressed,0
34928513,447092,341963,el artista del alambre,2008.0,eva amaral+juan aguirre+amaral,el artista del alambre,2008,amaral,0
34929912,198525,380399,mi vida loca (my crazy life),2009.0,jess leary+pam tillis,mi vida loca (my crazy life),1994,pam tillis,0
34930676,172624,449102,you will find me,2003.0,andrew ripp,you want me,0,andrew fields,0
34930769,604088,449102,you woke me up,2013.0,andrew bird,you want me,0,andrew fields,0
34932431,533683,449102,embrace me,2006.0,karen jo fields,you want me,0,andrew fields,0
34937528,354910,4342,tu mi delirio,2002.0,césar portillo de la luz+étienne daho,tu eres,1995,alfredo de la fe,0
34937640,708004,4342,eres tú,2011.0,manuel de la calva+ramón arcusa+dúo dinámico+andy+lucas,tu eres,1995,alfredo de la fe,0
34942700,206000,922461,the wild rover,1987.0,the dubliners,the wild rover,1970,the dubliners,0
34942789,316406,922461,wild palms,2006.0,the loved ones,the wild rover,1970,the dubliners,0
34943434,136048,922461,the weekenders,1993.0,the hold steady,the wild rover,1970,the dubliners,0
34944577,657041,922461,the end,1987.0,the doors,the wild rover,1970,the dubliners,0
34944691,601465,922461,the trick,2005.0,the prodigy,the wild rover,1970,the dubliners,0
34944856,25269,922461,the damned,1993.0,the plasmatics,the wild rover,1970,the dubliners,0
34945159,700968,922461,the shimmy,2010.0,the upsetters,the wild rover,1970,the dubliners,0
34945436,720811,922461,the captain,2014.0,the phoenix foundation,the wild rover,1970,the dubliners,0
34945542,725617,922461,the bug,2008.0,the cool raiders,the wild rover,1970,the dubliners,0
34945638,335718,922461,the sandman,2012.0,the chemical brothers,the wild rover,1970,the dubliners,0
34945743,601375,922461,the apothecary,2010.0,enter the haggis,the wild rover,1970,the dubliners,0
34945769,471737,922461,the rain,2009.0,the bloody hollies,the wild rover,1970,the dubliners,0
34945790,344334,922461,the irony,2011.0,the malpractice,the wild rover,1970,the dubliners,0
34946028,244776,922461,the odds,2013.0,the cabin project,the wild rover,1970,the dubliners,0
34954993,372071,760330,lets get ready to rhumba,1995.0,john lurie+calvin weston+billy martin,let's get ready to rumba,0,john lurie,0
34956183,730659,909998,blood money,1990.0,jon bon jovi,blood on blood,1988,bon jovi,0
34956697,95009,796470,love or trial,2007.0,the hot puppies,give love a trial (stereo),0,the turtles,0
34956830,633522,796470,give it a name,1998.0,at the drive-in,give love a trial (stereo),0,the turtles,0
34956844,652135,796470,give me a knife,2013.0,the wild archive,give love a trial (stereo),0,the turtles,0
34956955,280904,796470,send a little love token,2009.0,the duke spirit,give love a trial (stereo),0,the turtles,0
34957295,301560,796470,its a love thing,1964.0,the whispers,give love a trial (stereo),0,the turtles,0
34957508,90841,800327,good times,2009.0,roll deep,good times (radio edit),2010,roll deep,0
34957726,583847,165227,galaxy bounce,2003.0,the chemical brothers,galaxy bounce,2001,the chemical brothers,0
34958400,629893,419159,some other time,1944.0,jule styne+frank sinatra+gloria dehaven,time after time,1947,frank sinatra,0
34964462,712249,59893,blue like a dream,1969.0,the needles,blue,1991,the smashing pumpkins,0
34973981,652593,302313,wild cat blues,2001.0,clarence williams blue five   )+fats waller+clarence williams,savannah blues,1992,fats waller,0
34976909,684451,787984,if god made you (mark endert remix),2005.0,john ondrasik+five for fighting+arrangement with sony bmg music licensing,if god made you,2004,five for fighting,0
34978607,466369,14774,im gonna tear your playhouse down,1999.0,earl randle+ann peebles,i'm gonna tear your playhouse down,1974,ann peebles,0
34978664,729636,14774,lay your head down,2012.0,keren ann,i'm gonna tear your playhouse down,1974,ann peebles,0
34979245,638075,646392,could it be im falling in love,2015.0,the spinners,could it be i'm falling in love (lp version),0,spinners,0
34983646,684216,453133,thats what friends are for,2007.0,dionne warwick+burt bacharach+carole bayer sager,some changes are for good,1981,dionne warwick,0
34983684,71076,453133,thats what friends are for,1990.0,burt bacharach+carole bayer sager+olivia newton-john+dionne warwick,some changes are for good,1981,dionne warwick,0
34988389,22942,158035,el paso de encarnation,1990.0,orquesta aragón,el cantor de buenos aires,0,orquesta el arranque,0
34988428,602774,158035,el tren de la costa,1979.0,orquesta plateria,el cantor de buenos aires,0,orquesta el arranque,0
34990403,418980,814605,invisible,2010.0,fischerspooner,invisible,2000,fischerspooner,0
34992719,420588,63522,no one to cry to,2005.0,sydney robin+foy willing+sons of the pioneers,no one wished to settle here,2006,mouth of the architect,0
34992757,477806,63522,no one knows,2013.0,queens of the stone age,no one wished to settle here,2006,mouth of the architect,0
34993260,698488,296459,sueño marinero,1994.0,manuel molina+j.m. flores+lole y manuel,sueño marinero (album version) (explicit),0,lole y manuel,0
35002479,523368,399021,soledad - tema musical de los cuatro juanes,1966.0,dr. fernando zacarías,soledad,2010,dr. sapo,0
35006788,426461,771902,siempre estare contigo,1975.0,vicente fernández+armando manzanero,solo contigo,0,vicente infante,0
35007657,371371,188280,pretty boy floyd,2001.0,woody guthrie,pretty boy floyd,1964,woody guthrie,0
35007975,167845,355442,paseo con la negra flor,2010.0,radio futura,paseo con la negra flor,2002,radio futura,0
35008114,162355,309792,the medication is wearing off,2013.0,the eels,the kiss off,1988,the icicle works,0
35009299,657041,309792,the end,1987.0,the doors,the kiss off,1988,the icicle works,0
35009418,601465,309792,the trick,2005.0,the prodigy,the kiss off,1988,the icicle works,0
35009615,25269,309792,the damned,1993.0,the plasmatics,the kiss off,1988,the icicle works,0
35009967,700968,309792,the shimmy,2010.0,the upsetters,the kiss off,1988,the icicle works,0
35010686,344334,309792,the irony,2011.0,the malpractice,the kiss off,1988,the icicle works,0
35011390,661255,190060,big big man,1987.0,the beat farmers,lover man,1986,communards_ the,0
35011586,446711,190060,institutional man,2008.0,the causey way,lover man,1986,communards_ the,0
35011709,729540,190060,this dead man,2016.0,the glam skanks,lover man,1986,communards_ the,0
35011726,731604,190060,hey man,2005.0,the vacancies,lover man,1986,communards_ the,0
35011783,361396,190060,bat man,1989.0,the marketts,lover man,1986,communards_ the,0
35028655,516072,895517,sexe  accordéon et alcool,2002.0,erwann seguillon+fixi bossard+le groupe java,sex accordéon et alcool,0,java,0
35029712,317067,466939,unveiling the secret,2009.0,psyche,unveiling the secret (tapeworm remix),2006,psyche,0
35044002,507573,652345,elle a au fond des yeux,2007.0,julien clerc+maurice vallet,avant qu'on aille au fond des choses,2003,julien clerc,0
35044421,356433,297437,down,2002.0,311,down,1995,311,0
35050616,660245,573580,south street,1984.0,the orlons,stanhope street,1977,the real thing,0
35050706,628238,573580,market street,1986.0,the yellowjackets,stanhope street,1977,the real thing,0
35053227,451821,726007,same jeans,2007.0,the view,same jeans,2007,the view,0
35053248,313676,726007,same old thing,2016.0,the meters,same jeans,2007,the view,0
35053521,82955,640565,1 thing,2004.0,amerie,1 thing,2005,amerie feat. eve,0
35057805,39231,489833,the fight song,2000.0,marilyn manson+john 5,the influence,2000,jurassic 5,0
35062530,303680,792737,ride wit me,1964.0,nelly+el debarge+randy debarge+jason epperson+steven bojovich+eugene webb+joe islardo+nelly   + city spud,luven me,2000,nelly,0
35063043,640673,792737,ride wit me,2015.0,el debarge+randy debarge+jason epperson+nelly+etterlene jordan+city spud,luven me,2000,nelly,0
35066418,5437,125642,come out of the shade,2008.0,the perishers,out in the cold,2007,the primary 5,0
35066431,674829,125642,turn out the light,2002.0,the music,out in the cold,2007,the primary 5,0
35066432,152200,125642,come out of the shade,2006.0,the perishers,out in the cold,2007,the primary 5,0
35066543,674845,125642,one way in  no way out,2005.0,the music,out in the cold,2007,the primary 5,0
35066728,314775,125642,roll me over in the clover,1990.0,the group,out in the cold,2007,the primary 5,0
35066751,585033,125642,in the city,1977.0,the jam,out in the cold,2007,the primary 5,0
35067464,688577,125642,in the grace of your love,2014.0,the rapture,out in the cold,2007,the primary 5,0
35067653,703022,125642,back in the day punk,2011.0,the secretions,out in the cold,2007,the primary 5,0
35067673,443154,125642,a day in the life,2010.0,the beatles,out in the cold,2007,the primary 5,0
35067761,320969,125642,in the shadows,1973.0,the rasmus,out in the cold,2007,the primary 5,0
35067914,723424,125642,the farmers in the dell,1935.0,the jury,out in the cold,2007,the primary 5,0
35068080,731694,125642,zebra in the kitchen,1965.0,the standells,out in the cold,2007,the primary 5,0
35068183,614004,125642,the stars shine in the sky tonight,2007.0,the eels,out in the cold,2007,the primary 5,0
35068268,630642,125642,in the shadows,2004.0,the rasmus,out in the cold,2007,the primary 5,0
35069236,614843,171696,little red corvette,1987.0,prince,little red corvette (lp version),0,prince,0
35071171,258911,647772,ebeneezer goode,2001.0,mr. c+the shamen,ebeneezer goode,1992,the shamen,0
35077756,691858,477761,end of the beginning,2015.0,black sabbath,tired of the rain (album version),2006,black stone cherry,0
35083832,729068,856052,the fish,2007.0,chris squire+yes,the real thing,1986,chris ledoux,0
35083835,729129,856052,the fish,1991.0,chris squire,the real thing,1986,chris ledoux,0
35083837,729171,856052,the fish,2003.0,chris squire+yes,the real thing,1986,chris ledoux,0
35086307,717429,939128,dimension,2016.0,andrew stockdale+chris ross+myles heskett+wolfmother,dimension,2004,wolfmother,0
35092912,435767,333379,the real thing,1990.0,faith no more,the real thing (2009 remastered),2009,faith no more,0
35115593,52410,605345,lies,2001.0,the knickerbockers,droppin' like flies,2003,the real mckenzies,0
35118356,728628,921726,i see the light,2009.0,david lowery+johnny hickman+david faragher+cracker,i want out of the circus,1998,cracker,0
35123446,721967,929892,walkin blues,1979.0,son house+robert johnson+the paul butterfield blues band,government fleet blues,1991,son house,0
35123556,239452,929892,walking blues,2003.0,son house  (as eddie j. house+jr.)+son house,government fleet blues,1991,son house,0
35123960,485167,298393,emitiendo,2007.0,macaco,emitiendo,2004,macaco,0
35127537,723089,439170,how can i live without you,1995.0,david lowery+johnny hickman+cracker,can i lie here,2009,david crowder*band,0
35128157,664998,439170,from here i can almost see the sea,2007.0,david gray,can i lie here,2009,david crowder*band,0
35128205,727110,439170,here i go again,2007.0,david coverdale+bernie marsden+whitesnake,can i lie here,2009,david crowder*band,0
35129687,689639,56289,love lockdown,2008.0,kanye west,imaginary love,2006,mae west,0
35130630,667166,259851,red tape,1997.0,john gosling+cleo matthews+matthew ashman+agent provocateur+arrangement with sony music licensing,red tape,1997,agent provocateur,0
35131112,570856,677168,your money,2012.0,the indelicates,money matters,2006,the rogers sisters,0
35132344,314491,150778,it came out of the sky,1978.0,john fogerty+creedence clearwater revival,it came out of the sky,1969,creedence clearwater revival,0
35139584,705885,734820,cure for the blues,2013.0,the haunted continents,the cure,0,warriors_ the,0
35139796,520927,734820,feel the pressure,2005.0,the charlatans,the cure,0,warriors_ the,0
35140217,585033,734820,in the city,1977.0,the jam,the cure,0,warriors_ the,0
35140238,720811,734820,the captain,2014.0,the phoenix foundation,the cure,0,warriors_ the,0
35140362,638068,734820,the cisco kid,2015.0,war,the cure,0,warriors_ the,0
35140381,519855,734820,the cow song,2005.0,the mountain goats,the cure,0,warriors_ the,0
35140431,657041,734820,the end,1987.0,the doors,the cure,0,warriors_ the,0
35140488,136048,734820,the weekenders,1993.0,the hold steady,the cure,0,warriors_ the,0
35140605,601465,734820,the trick,2005.0,the prodigy,the cure,0,warriors_ the,0
35140888,25269,734820,the damned,1993.0,the plasmatics,the cure,0,warriors_ the,0
35140922,550810,734820,the wind blows,2009.0,the all-american rejects,the cure,0,warriors_ the,0
35140943,420909,734820,the bikini machine,1965.0,the supremes,the cure,0,warriors_ the,0
35141098,691089,734820,the real me,2000.0,the who+pete townshend,the cure,0,warriors_ the,0
35141360,700968,734820,the shimmy,2010.0,the upsetters,the cure,0,warriors_ the,0
35141470,312960,734820,the zoo blues,1988.0,the manhattan transfer,the cure,0,warriors_ the,0
35141880,722495,734820,the big loop,1993.0,the horseflies,the cure,0,warriors_ the,0
35141950,724758,734820,the lonely matress,1999.0,the phantom surfers,the cure,0,warriors_ the,0
35141961,725001,734820,the weatherman (pt.2),2014.0,alert the medic,the cure,0,warriors_ the,0
35141991,725617,734820,the bug,2008.0,the cool raiders,the cure,0,warriors_ the,0
35142125,335718,734820,the sandman,2012.0,the chemical brothers,the cure,0,warriors_ the,0
35142148,729535,734820,the hockey song,2016.0,the glam skanks,the cure,0,warriors_ the,0
35142185,206000,734820,the wild rover,1987.0,the dubliners,the cure,0,warriors_ the,0
35142286,601375,734820,the apothecary,2010.0,enter the haggis,the cure,0,warriors_ the,0
35142320,471737,734820,the rain,2009.0,the bloody hollies,the cure,0,warriors_ the,0
35142363,344334,734820,the irony,2011.0,the malpractice,the cure,0,warriors_ the,0
35142475,614940,734820,the icicle melts,2002.0,the cranberries,the cure,0,warriors_ the,0
35142576,98053,734820,the sunshine underground,2015.0,the chemical brothers,the cure,0,warriors_ the,0
35142675,106290,734820,the great pretender,1974.0,the prom band,the cure,0,warriors_ the,0
35142753,244776,734820,the odds,2013.0,the cabin project,the cure,0,warriors_ the,0
35142943,651420,734820,the taffy bag,2011.0,the high toppers,the cure,0,warriors_ the,0
35142954,258578,734820,the outer banks,2003.0,the album leaf,the cure,0,warriors_ the,0
35143379,694035,734820,over the edge,2001.0,the wipers+greg sage,the cure,0,warriors_ the,0
35143503,723723,734820,builds the bone,2005.0,the hidden cameras,the cure,0,warriors_ the,0
35143519,725583,734820,under the influence,1999.0,the chemical brothers,the cure,0,warriors_ the,0
35143522,725810,734820,recapturing the vibe,2012.0,the hilltop hoods,the cure,0,warriors_ the,0
35148441,648180,548501,do you want to know a secret,2009.0,the beatles,this is how i want to know you,0,the quarter after,0
35148699,615928,548501,how do you talk to an angel,2016.0,the heights,this is how i want to know you,0,the quarter after,0
35149134,258360,548501,i want to hear what you have got to say,2003.0,the subways,this is how i want to know you,0,the quarter after,0
35158348,722837,908054,days go by,2016.0,richard powell+keith urban,days go by,2004,keith urban,0
35160226,638068,567537,the cisco kid,2015.0,war,cisco kid,0,redman / method man / cypress hill / war,0
35167007,25235,604035,sweet harmony,1993.0,the beloved,harmony,0,the spectacular fantastic,0
35170982,702101,457355,up on the housetop,1994.0,eddy arnold,i came up the heard way,0,eddy  clearwater,0
35182468,721719,723713,the birth of the blues,1948.0,ray henderson,blues for the iceman,0,kenny 'blue' ray,0
35183153,652271,723713,just for the hell of it,1981.0,ray stevens,blues for the iceman,0,kenny 'blue' ray,0
35184186,652881,704205,shine,1994.0,rollins band,mistress moonshine,1992,climax blues band,0
35212949,258632,129919,i turn my camera on,2003.0,rock kills kid,i turn my camera on (album version),0,rock kills kid,0
35215313,465703,576547,song of the swords,1985.0,dave brock+hawkwind,night of the hawks,1986,hawkwind,0
35220227,623227,863036,r.i.p.,2009.0,jake one,r.i.p.,2008,jake one,0
35220238,369411,204691,catfish blues,2006.0,robert petway+samuel l. jackson,catfish blues,1995,robert petway,0
35220373,683249,204691,honeymoon blues,1992.0,robert johnson,catfish blues,1995,robert petway,0
35220374,683257,204691,kindhearted woman blues,1992.0,robert johnson+johnny shines,catfish blues,1995,robert petway,0
35220375,683259,204691,32-20 blues,1992.0,robert johnson+john hammond,catfish blues,1995,robert petway,0
35220708,125835,204691,southfield blues,2010.0,robert j. walsh,catfish blues,1995,robert petway,0
35228049,567179,22313,young love,2007.0,sonny james,you,1991,sonny rollins,0
35231466,708487,783711,the glow worm,1936.0,paul lincke,the setup,0,paul haslinger,0
35232332,354808,783711,the mindmaker song,1978.0,paul sundfor+gordon goodwin,the setup,0,paul haslinger,0
35233900,447950,581586,i will be there,2013.0,brian h. kim,i'll be there,1990,kim appleby,0
35239005,593692,330820,love in an elevator,1995.0,aerosmith,love in an elevator,1989,aerosmith,0
35240074,702257,591122,gonna find me a bluebird,1997.0,marvin rainwater+royal wade kimes,gonna find me a bluebird,1957,marvin rainwater,0
35242656,658803,744120,gentle on my mind,2000.0,john hartford,gentle on my mind,1989,john hartford,0
35242657,399192,744120,gentle on my mind/honey come back/by the time i get to phoenix/wichita lineman/galveston/country boy (you got your feet in l.a.),2010.0,john hartford  / jimmy webb   / jimmy webb   / jimmy webb   / jimmy webb   / dennis lambert+brian potter+glen campbell,gentle on my mind,1989,john hartford,0
35242664,558052,744120,gentle on my mind,1998.0,john hartford+glen campbell,gentle on my mind,1989,john hartford,0
35242682,129989,744120,gentle on my mind,1973.0,john hartford,gentle on my mind,1989,john hartford,0
35243054,678649,744120,rise on my own,1991.0,john gregory+brad hanratty+mirage,gentle on my mind,1989,john hartford,0
35250399,87809,877614,the wedding cake,2014.0,jeannie c. riley,wedding song,2002,terry riley,0
35262904,649529,154642,my love,1966.0,tony hatch+petula clark,my prayer,0,tony,0
35265399,709541,538917,hotel yorba,2005.0,the white stripes,the chess hotel,2006,the elms,0
35265960,720811,538917,the captain,2014.0,the phoenix foundation,the chess hotel,2006,the elms,0
35266155,657041,538917,the end,1987.0,the doors,the chess hotel,2006,the elms,0
35266198,136048,538917,the weekenders,1993.0,the hold steady,the chess hotel,2006,the elms,0
35266278,601465,538917,the trick,2005.0,the prodigy,the chess hotel,2006,the elms,0
35266473,25269,538917,the damned,1993.0,the plasmatics,the chess hotel,2006,the elms,0
35266784,700968,538917,the shimmy,2010.0,the upsetters,the chess hotel,2006,the elms,0
35267216,725617,538917,the bug,2008.0,the cool raiders,the chess hotel,2006,the elms,0
35267310,335718,538917,the sandman,2012.0,the chemical brothers,the chess hotel,2006,the elms,0
35267425,601375,538917,the apothecary,2010.0,enter the haggis,the chess hotel,2006,the elms,0
35267452,471737,538917,the rain,2009.0,the bloody hollies,the chess hotel,2006,the elms,0
35267480,344334,538917,the irony,2011.0,the malpractice,the chess hotel,2006,the elms,0
35267737,244776,538917,the odds,2013.0,the cabin project,the chess hotel,2006,the elms,0
35268022,682816,756876,tequila,1993.0,chuck río+the champs,tequila,1958,the champs,0
35268025,189425,756876,tequila,1989.0,daniel flores+the champs,tequila,1958,the champs,0
35268031,620859,756876,tbs&tequila,2015.0,burn the sky,tequila,1958,the champs,0
35277353,216146,749563,style,2008.0,cameo,style,2008,cameo,0
35278368,683173,921882,fu-gee-la,1996.0,fugees,fu-gee-la (album version),1995,the fugees,0
35278388,175458,921882,wasnt born to follow (album version),2013.0,the byrds,fu-gee-la (album version),1995,the fugees,0
35278684,555255,661766,all talk,2010.0,the enablers,sports talk,2006,the dirtball,0
35290504,438847,455099,mountain,1999.0,tonic,mountain,0,tonic,0
35293889,151247,475725,un minuto más,2007.0,los sencillos,uno más,2001,los delinqüentes,0
35296831,151552,368494,la rumba de barcelona,2007.0,gato pérez,la rumba de aquí (album version),0,gato perez,0
35296833,427225,368494,rumba de los 60,2003.0,gato pérez+los manolos,la rumba de aquí (album version),0,gato perez,0
35303872,486743,90212,powerslave,2009.0,bruce dickinson+iron maiden,powerslave (live) (1998 digital remaster),1985,iron maiden,0
35310032,730287,890934,the beast (acoustic version),2005.0,roky erickson,the damn thing (album version),1986,roky erickson,0
35315664,464805,191983,dreams go by,1981.0,harry chapin,dreams go by [live 1975 version],1976,harry chapin,0
35316459,35329,538194,black night,2008.0,badar ali khan,black night,2001,badar ali khan,0
35319532,668940,403836,strength in numbers,2011.0,the music,choosing numbers,2010,field music,0
35320584,670303,26414,east virginia blues,1996.0,the charlatans,art's blues,0,the aristocats,0
35320660,692898,26414,baby blues,2011.0,the psychedelic shotguns,art's blues,0,the aristocats,0
35320706,312960,26414,the zoo blues,1988.0,the manhattan transfer,art's blues,0,the aristocats,0
35320760,718322,26414,chinese blues,2007.0,the sousa band,art's blues,0,the aristocats,0
35323807,642051,151672,never giving up,1999.0,the bus boys,hung up,0,the enemy,0
35323994,587970,151672,burnin up,2009.0,the jonas brothers,hung up,0,the enemy,0
35324097,638182,151672,up,2009.0,the saturdays,hung up,0,the enemy,0
35324215,303230,205101,dont wanna let you go,1964.0,richard stannard+julian gallagher+sean conlon+abz love+j. brown+five,don't wanna let you go,1999,five,0
35334661,476379,745891,rock your body,2004.0,justin timberlake,rock your body,2002,justin timberlake,0
35337483,720291,677498,let me take you...,2013.0,the shake,let me have this,2005,the radio dept.,0
35337573,479585,677498,let it be me,1937.0,allie wrubel+sung on the radio,let me have this,2005,the radio dept.,0
35342384,522304,512691,blue lipps,2002.0,depth charge,blue lipps [the idjut boys edit],0,depth charge,0
35342967,656326,207454,dark was the night  cold was the ground,2005.0,blind willie johnson+arrangement with sony bmg music entertainment,dark was the night,1993,blind willie johnson,0
35342969,395578,207454,dark was the night (remix),2014.0,blind willie johnson,dark was the night,1993,blind willie johnson,0
35342971,685173,207454,dark was the night  cold was the ground,2003.0,blind willie johnson,dark was the night,1993,blind willie johnson,0
35342972,581169,207454,dark was the night,1999.0,blind willie johnson,dark was the night,1993,blind willie johnson,0
35342973,716803,207454,dark was the night  cold was the ground,2005.0,blind willie johnson+arrangement with sony bmg music entertainment,dark was the night,1993,blind willie johnson,0
35358324,285136,645977,way down in the hole,2002.0,the blind boys of alabama,best in the class,2010,late of the pier,0
35358764,716223,645977,shadows in the dust,1950.0,the sons of the pioneers,best in the class,2010,late of the pier,0
35361317,722627,650833,in every dream home a heartache,2008.0,bryan ferry+roxy music,in every dream home a heartache (1999 digital remaster),1973,roxy music,0
35361318,199280,650833,in every dream home a heartache,2009.0,roxy music,in every dream home a heartache (1999 digital remaster),1973,roxy music,0
35361319,726768,650833,in every dream home a heartache,2003.0,bryan ferry+roxy music,in every dream home a heartache (1999 digital remaster),1973,roxy music,0
35363395,451608,77124,here comes your man,2011.0,the pixies,here comes my baby,1967,the tremeloes,0
35372586,724956,92298,midnight  the stars and you,1934.0,jimmy campbell+reginald connelly+harry m. woods,you and me,0,regina,0
35372604,727227,92298,midnight  the stars and you,2012.0,jimmy campbell+reginald connelly+harry m. woods+ray noble+his orchestra   with al bowlly,you and me,0,regina,0
35372632,730275,92298,midnight  the stars and you,2005.0,jimmy campbell   / reginald connelly  / harry m. woods+ray noble+his new mayfair orchestra,you and me,0,regina,0
35378874,230596,609311,what we want,2011.0,bess rogers,love is what we make it,1999,kenny rogers,0
35379732,475634,609311,this is love,1990.0,kenny vaughan,love is what we make it,1999,kenny rogers,0
35387348,457929,222517,one for the treble (vocal mix),2002.0,david reeves,one for my baby,0,david campbell,0
35394144,707177,461553,the water,2011.0,johnny flynn,the first noel,1958,johnny mathis,0
35395464,720305,681961,tie me up,2013.0,tam,untie me,2001,the tams,0
35395653,395149,681961,close to me,1999.0,the cure,untie me,2001,the tams,0
35395654,657537,681961,run to me,1980.0,the hues corporation,untie me,2001,the tams,0
35395898,691089,681961,the real me,2000.0,the who+pete townshend,untie me,2001,the tams,0
35396074,449319,681961,love me,2010.0,the cramps,untie me,2001,the tams,0
35396130,718160,681961,lady love me,2013.0,the watson twins,untie me,2001,the tams,0
35396155,719986,681961,somebody told me,2009.0,the killers,untie me,2001,the tams,0
35396309,339386,681961,all of me,2005.0,the holiday,untie me,2001,the tams,0
35396359,214978,681961,fall behind me,2001.0,the donnas,untie me,2001,the tams,0
35396637,187636,555861,outsider (apocalypse remix),2005.0,a perfect circle,the outsider,2003,a perfect circle,0
35403912,3429,761018,hello (peace of my mind,2012.0,bite the buffalo,burn in my mind,0,the monsters,0
35403919,543809,761018,she drives me outta my mind,1968.0,the swingin medallions,burn in my mind,0,the monsters,0
35403963,719643,761018,where is my mind,2014.0,the pixies,burn in my mind,0,the monsters,0
35404013,649818,761018,girl is on my mind,2008.0,the black keys,burn in my mind,0,the monsters,0
35404036,421371,761018,god in my own image,2012.0,over the ocean,burn in my mind,0,the monsters,0
35404155,722078,761018,its all in your mind,1965.0,the standells,burn in my mind,0,the monsters,0
35404185,83861,761018,keep me in your mind,2004.0,the koreans,burn in my mind,0,the monsters,0
35405121,700139,125279,feels like im in love,2015.0,ray dorset+kelly marie,i fell in love,0,ray anthony,0
35405261,648667,125279,lucky in love,1956.0,ray henderson+gordon macrae,i fell in love,0,ray anthony,0
35409858,88453,531,la pirilacha / el baile de los que sobran,1963.0,nilda moya / jorge gonzález+los prisioneros,el baile de los que sobran,1986,los prisioneros,0
35409936,707137,531,boogaloo de los aragón,1969.0,los aragón,el baile de los que sobran,1986,los prisioneros,0
35415385,558692,328784,detroit falls,2012.0,arthur cayzer+pariah,detroit falls,0,pariah,0
35415620,23537,20449,other side of antarctica,1994.0,vangelis,other side of antarctica,1983,vangelis,0
35416067,692463,883388,wichita lineman,2008.0,jimmy webb+glen campbell,wichita lineman (2001 digital remaster),0,glen campbell,0
35416068,453084,883388,wichita lineman,2013.0,jimmy webb+glen campbell,wichita lineman (2001 digital remaster),0,glen campbell,0
35417903,457247,77547,i walk alone,2009.0,the jane shermans,i walk through walls (sourpuss remix),2004,the shizit,0
35418374,721431,865992,charm attack,2000.0,leona naess,when sharks attack,2008,leona naess,0
35420753,655081,563797,untouched,2010.0,jessica origliasso+lisa origliasso+toby gad+the veronicas,untouched [listen deep remix],0,the veronicas,0
35426700,674832,489793,disco,2002.0,the music,disconnected youth,2003,the god awfuls,0
35433867,557118,440073,good old desk,1968.0,harry nilsson,good old desk,1989,harry nilsson,0
35436139,196713,618904,without you,2013.0,van halen,without you (album version),1998,van halen,0
35436890,725932,711941,mysterious ways,2000.0,u2,mysterious ways,1991,u2,0
35438612,536903,955587,shake  shake  shake,2008.0,white denim,let's shake hands,1998,the white stripes,0
35438646,723240,955587,lets shake hands,2004.0,jack white+the white stripes,let's shake hands,1998,the white stripes,0
