_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
24031605,691089,794395,the real me,2000.0,the who+pete townshend,the fountainhead,1996,the bluetones
24031763,700968,794395,the shimmy,2010.0,the upsetters,the fountainhead,1996,the bluetones
24031846,312960,794395,the zoo blues,1988.0,the manhattan transfer,the fountainhead,1996,the bluetones
24032113,722495,794395,the big loop,1993.0,the horseflies,the fountainhead,1996,the bluetones
24032154,724758,794395,the lonely matress,1999.0,the phantom surfers,the fountainhead,1996,the bluetones
24032161,725001,794395,the weatherman (pt.2),2014.0,alert the medic,the fountainhead,1996,the bluetones
24032179,725617,794395,the bug,2008.0,the cool raiders,the fountainhead,1996,the bluetones
24032255,335718,794395,the sandman,2012.0,the chemical brothers,the fountainhead,1996,the bluetones
24032270,729535,794395,the hockey song,2016.0,the glam skanks,the fountainhead,1996,the bluetones
24032296,206000,794395,the wild rover,1987.0,the dubliners,the fountainhead,1996,the bluetones
24032366,601375,794395,the apothecary,2010.0,enter the haggis,the fountainhead,1996,the bluetones
24032416,344334,794395,the irony,2011.0,the malpractice,the fountainhead,1996,the bluetones
24032484,614940,794395,the icicle melts,2002.0,the cranberries,the fountainhead,1996,the bluetones
24032587,106290,794395,the great pretender,1974.0,the prom band,the fountainhead,1996,the bluetones
24032629,244776,794395,the odds,2013.0,the cabin project,the fountainhead,1996,the bluetones
24032736,519855,794395,the cow song,2005.0,the mountain goats,the fountainhead,1996,the bluetones
24032739,651420,794395,the taffy bag,2011.0,the high toppers,the fountainhead,1996,the bluetones
24032743,258578,794395,the outer banks,2003.0,the album leaf,the fountainhead,1996,the bluetones
24050001,598157,868498,flo fashion,2006.0,sway,flo' fashion,2005,sway
24055675,267522,332346,fire and rain,1989.0,james taylor,fire and rain  (lp version),0,james taylor
24055689,565272,332346,fire and rain,1971.0,james taylor,fire and rain  (lp version),0,james taylor
24055714,103222,332346,tears and rain,2005.0,james blunt+guy chambers,fire and rain  (lp version),0,james taylor
24055717,628979,332346,fire and rain,2002.0,james taylor,fire and rain  (lp version),0,james taylor
24055718,629791,332346,fire and rain,2002.0,james taylor,fire and rain  (lp version),0,james taylor
24056884,683258,421698,last fair deal gone down,1992.0,robert johnson,last fair deal gone down,0,robert johnson
24061442,718487,596156,peace train,2006.0,cat stevens,peace train,1971,cat stevens
24066496,314775,494491,roll me over in the clover,1990.0,the group,roll over,2009,the blockheads
24066596,650041,494491,flip it over,2007.0,the a-sides,roll over,2009,the blockheads
24067215,113319,494491,over yonder,2004.0,the american boychoir,roll over,2009,the blockheads
24067505,661256,725162,key to the world,1987.0,the beat farmers,ever since the world began,1966,the yardbirds
24067526,671521,725162,we shot the world,2006.0,the ponys,ever since the world began,1966,the yardbirds
24067559,157422,725162,news of the world,2005.0,the jam,ever since the world began,1966,the yardbirds
24070869,618631,398115,bird dance beat,1996.0,the trashmen+george garrett,bird dance beat,1992,the trashmen
24071216,718323,398115,yazoo dance,2007.0,the sousa band,bird dance beat,1992,the trashmen
24076535,657073,807541,the sun,2013.0,kim jung mi,you are the sunshine of my life,0,kim waters
24082587,203021,2142,love stinks,1975.0,the j. geils band,love that burns,2008,the mick fleetwood blues band
24091637,497739,599604,soul meets body,2009.0,benjamin gibbard+death cab for cutie+arrangement with warner music group video game licensing,soul meets body (rolling stone original),0,death cab for cutie
24091638,258775,599604,soul meets body,2003.0,death cab for cutie,soul meets body (rolling stone original),0,death cab for cutie
24094004,258372,255535,meantime,2003.0,the futureheads,in the meantime,1988,the railway children
24094160,688577,255535,in the grace of your love,2014.0,the rapture,in the meantime,1988,the railway children
24094226,320969,255535,in the shadows,1973.0,the rasmus,in the meantime,1988,the railway children
24094238,585033,255535,in the city,1977.0,the jam,in the meantime,1988,the railway children
24094369,630642,255535,in the shadows,2004.0,the rasmus,in the meantime,1988,the railway children
24096585,703022,255535,back in the day punk,2011.0,the secretions,in the meantime,1988,the railway children
24096603,443154,255535,a day in the life,2010.0,the beatles,in the meantime,1988,the railway children
24096629,314775,255535,roll me over in the clover,1990.0,the group,in the meantime,1988,the railway children
24096870,723424,255535,the farmers in the dell,1935.0,the jury,in the meantime,1988,the railway children
24097057,731694,255535,zebra in the kitchen,1965.0,the standells,in the meantime,1988,the railway children
24097164,614004,255535,the stars shine in the sky tonight,2007.0,the eels,in the meantime,1988,the railway children
24099350,189928,331242,colpa del whisky,1993.0,vasco rossi,colpa del whisky,2008,vasco rossi
24099765,582922,233239,glamour girl,2013.0,st�phane pompougnac+lyrics by louie austen,coconut girl,2008,louie austen
24108619,562813,547651,the power of fatherhood,2009.0,the giraffes,the prince of darkness,2007,ride the sky
24108756,688577,547651,in the grace of your love,2014.0,the rapture,the prince of darkness,2007,ride the sky
24109014,5437,547651,come out of the shade,2008.0,the perishers,the prince of darkness,2007,ride the sky
24109016,530011,547651,house of the rising sun,2016.0,the animals,the prince of darkness,2007,ride the sky
24109048,152200,547651,come out of the shade,2006.0,the perishers,the prince of darkness,2007,ride the sky
24109053,284534,547651,house of the rising sun,1999.0,the crowd,the prince of darkness,2007,ride the sky
24109181,721382,547651,house of the rising sun,2015.0,the animals,the prince of darkness,2007,ride the sky
24109281,231280,547651,what became of the likely lads,2015.0,the libertines,the prince of darkness,2007,ride the sky
24109351,397266,547651,fear of the future,2000.0,the residents,the prince of darkness,2007,ride the sky
24109434,157422,547651,news of the world,2005.0,the jam,the prince of darkness,2007,ride the sky
24109494,301066,547651,talk of the town,1964.0,the pretenders,the prince of darkness,2007,ride the sky
24109527,699593,547651,the legend of black thunder,2003.0,the hookers,the prince of darkness,2007,ride the sky
24109548,309705,547651,part of the union,2013.0,the strawbs,the prince of darkness,2007,ride the sky
24109562,574356,547651,march of the swivelheads,2015.0,the beat,the prince of darkness,2007,ride the sky
24118249,128067,61071,waiting so long,1997.0,silver fins,so long,1999,silver scooter
24120624,731873,186012,volcano,2003.0,benji cossa,volcano,0,sa
24120854,725972,259245,start it over,2000.0,7 months,start over,2007,automatic 7
24129697,629420,32872,the mic stalker,1992.0,dr. ice,the radio,1976,dr. hook
24134434,699428,915261,mass appeal,2002.0,gang starr+dj premier+guru,mass appeal (explicit),1994,gang starr
24136437,690420,503065,new slang,2010.0,the shins,new fence,0,the beautiful south
24136499,694450,503065,new york city,2009.0,the demics,new fence,0,the beautiful south
24136509,632238,503065,new rose,2011.0,the damned,new fence,0,the beautiful south
24142343,666453,548156,get lucky (radio edit),2014.0,thomas bangalter+guy-manuel de homem-christo+nile rodgers+pharrell williams+daft punk,around the world (radio edit),1996,daft punk
24142383,635206,548156,around the world,2015.0,daft punk,around the world (radio edit),1996,daft punk
24149668,698152,927012,lookin good,1985.0,magic sam,i'm good,0,magic slim
24154027,172198,844120,my heart goes bang (get me to the doctor),2012.0,pete burns+steve coy+tim lever+mike percy+dead or alive,my heart goes bang (get me to the doctor),1995,dead or alive
24155780,716399,894679,im gonna make you my wife,1995.0,the whispers+wayne bell,you are my world,1985,the communards
24155923,414622,894679,my hands are tied,2006.0,the flatliners,you are my world,1985,the communards
24156138,536574,894679,you,1973.0,the aquatones,you are my world,1985,the communards
24156657,529049,894679,baby you make my heart sing,2009.0,the channels,you are my world,1985,the communards
24164406,698149,273085,eyes on the prize,2010.0,peter walker+eulogies,on the line,1981,peter cetera
24171321,614004,282849,the stars shine in the sky tonight,2007.0,the eels,the diamond sky,1999,the chemical brothers
24171590,25269,282849,the damned,1993.0,the plasmatics,the diamond sky,1999,the chemical brothers
24172005,700968,282849,the shimmy,2010.0,the upsetters,the diamond sky,1999,the chemical brothers
24172058,344334,282849,the irony,2011.0,the malpractice,the diamond sky,1999,the chemical brothers
24172114,657041,282849,the end,1987.0,the doors,the diamond sky,1999,the chemical brothers
24172235,601465,282849,the trick,2005.0,the prodigy,the diamond sky,1999,the chemical brothers
24173247,335718,282849,the sandman,2012.0,the chemical brothers,the diamond sky,1999,the chemical brothers
24177423,667140,21489,go,2003.0,dj andy hunter,got to get away,2000,alice dj
24180948,457663,281816,shred you to bits,2013.0,the gaslamp killer,eat you to survive (lucifer's crank),1999,the dwarves
24181644,669649,807537,i just want affection,1995.0,toni childs,i don't want to,1996,toni braxton
24182401,298866,953784,dont take away the music,1964.0,tavares,don't take away the music,1988,tavares
24183400,249606,635191,the riddle song (i gave my love a cherry),1963.0,sam cooke,the riddle song,1964,sam cooke
24183922,687384,635191,the texas rangers song,1936.0,sam coslow,the riddle song,1964,sam cooke
24184195,728824,635191,the yellow pages song,1999.0,sam taft,the riddle song,1964,sam cooke
24190368,536574,181173,you,1973.0,the aquatones,you're the one,1966,the vogues
24190903,112120,181173,youre the one,1964.0,petula clark+tony hatch+the vogues,you're the one,1966,the vogues
24190981,394154,181173,theme one,2014.0,the astroboy,you're the one,1966,the vogues
24191939,244776,181173,the odds,2013.0,the cabin project,you're the one,1966,the vogues
24192759,601465,181173,the trick,2005.0,the prodigy,you're the one,1966,the vogues
24198404,685470,662712,rock the boat,1990.0,wally holmes+the hues corporation,rock the boat,1973,the hues corporation
24201082,161171,820726,velocity girl,2015.0,bobby gillespie+primal scream,velocity girl (alt. mix),0,primal scream
24201295,554800,329916,les trois cloches,1948.0,�dith piaf+les compagnons de la chanson+jean villard,les trois cloches,0,edith piaf - les compagnons de la chanson
24201601,197093,576256,lunchbox,1974.0,marilyn manson,lunchbox (next motherf*****),0,marilyn manson
24208364,631982,82505,la petite fille de la mer,2006.0,vangelis,la petite fille de la mer,1973,vangelis
24209406,583643,66429,all i need is everything,2007.0,over the rhine,everything i said,1994,the cranberries
24209413,724371,66429,everything i ask for,2009.0,the maine,everything i said,1994,the cranberries
24213787,310944,547712,let your hair hang down,1974.0,catapult,let your hair hang down,2002,catapult
24215465,199022,882739,hounds of love,2008.0,the futureheads,sunday kind of love (lp version),0,the regents
24215493,76999,882739,the fire of love,2003.0,the gun club,sunday kind of love (lp version),0,the regents
24215495,732530,882739,zombies of love,2010.0,the staggers,sunday kind of love (lp version),0,the regents
24215511,359025,882739,circus of love,2011.0,the ringers,sunday kind of love (lp version),0,the regents
24218435,540107,134141,i wanna be like you,1994.0,,i must be dreaming,0,nanette natal
24218442,416656,134141,i wanna be around,1988.0,,i must be dreaming,0,nanette natal
24221886,478617,339905,rock the boat,2002.0,aaliyah,rock the boat,2001,aaliyah
24236201,281340,624791,we share the same skies,2009.0,the cribs,never be the same,0,the fall-outs
24236766,717667,624791,shell be coming round the mountain,1988.0,the cast,never be the same,0,the fall-outs
24236840,251619,624791,thatll be the day (live),1989.0,the las,never be the same,0,the fall-outs
24239909,149628,601373,you gonna make me love somebody else,2015.0,the jones girls,don't make me show you,0,the gamits
24239986,714202,601373,make you mine,1991.0,the checks,don't make me show you,0,the gamits
24240032,730781,601373,make it good to me,2007.0,the dap-kings,don't make me show you,0,the gamits
24240533,703676,601373,let me lie to you,2002.0,the afghan whigs,don't make me show you,0,the gamits
24240628,626407,601373,you dont like me,1984.0,the tennessee pedestrians,don't make me show you,0,the gamits
24240819,536574,601373,you,1973.0,the aquatones,don't make me show you,0,the gamits
24242274,332595,190887,surf drums,2011.0,rip van hippy+geoffrey hale,surf mars,1997,rip van hippy
24249600,718751,603962,the mirror,2014.0,steve shine,toward the sky,1993,secret shine
24251467,389394,745338,roll on,2002.0,chris cheney+the living end,roll on (album version),2000,the living end
24251558,175458,745338,wasnt born to follow (album version),2013.0,the byrds,roll on (album version),2000,the living end
24252099,502356,333504,dont blame it on i,2001.0,the congos,turn it on,0,the beat poets
24252426,300619,333504,sail on,1964.0,the commodores,turn it on,0,the beat poets
24252680,587281,735421,goodbye and goodnight,2006.0,the mixelpricks,goodbye america,1996,the unseen
24252760,694571,735421,living in america,2005.0,the sounds,goodbye america,1996,the unseen
24252833,694746,735421,america the beautiful,1977.0,the dictators,goodbye america,1996,the unseen
24257394,312713,119327,the christmas song,2004.0,nat king cole,the rebel,0,nat stuckey
24259329,539492,10488,al pie de la monta�a,1967.0,jos� alfredo jim�nez,el ni�o de la calle,0,alfredo guti�rrez
24263552,694029,498329,here comes that rainy day feeling,2001.0,the fortunes+roger cook   / roger greenaway  / tony macaulay,here it comes again,1979,the fortunes
24263576,451608,498329,here comes your man,2011.0,the pixies,here it comes again,1979,the fortunes
24266796,695268,684259,crossing the bar in the morning,1941.0,richard hageman+carol bruce,lost in the snow,2004,bruce hornsby
24267014,584106,684259,dancing in the dark,2012.0,bruce springsteen+john krasinski,lost in the snow,2004,bruce hornsby
24267340,604604,684259,dancing in the dark,1999.0,bruce springsteen+adam sandler,lost in the snow,2004,bruce hornsby
24267541,642364,684259,dancing in the dark,1990.0,bruce springsteen,lost in the snow,2004,bruce hornsby
24267567,383768,684259,born in the u.s.a.,1995.0,bruce springsteen,lost in the snow,2004,bruce hornsby
24282440,715975,924493,the beautiful people,2002.0,marilyn manson+jeordie white,the beautiful people,0,marilyn manson
24282508,499943,924493,the beautiful people,2013.0,marilyn manson+marilyn manson  / twiggy ramirez,the beautiful people,0,marilyn manson
24291437,671521,627577,we shot the world,2006.0,the ponys,in the eyes of the world,1998,the flower kings
24291461,157422,627577,news of the world,2005.0,the jam,in the eyes of the world,1998,the flower kings
24291576,328221,627577,friday im in love / the end of the world,2007.0,the cure,in the eyes of the world,1998,the flower kings
24292096,688577,627577,in the grace of your love,2014.0,the rapture,in the eyes of the world,1998,the flower kings
24292149,320969,627577,in the shadows,1973.0,the rasmus,in the eyes of the world,1998,the flower kings
24292159,585033,627577,in the city,1977.0,the jam,in the eyes of the world,1998,the flower kings
24292256,630642,627577,in the shadows,2004.0,the rasmus,in the eyes of the world,1998,the flower kings
24292703,397266,627577,fear of the future,2000.0,the residents,in the eyes of the world,1998,the flower kings
24292711,5437,627577,come out of the shade,2008.0,the perishers,in the eyes of the world,1998,the flower kings
24292712,530011,627577,house of the rising sun,2016.0,the animals,in the eyes of the world,1998,the flower kings
24292789,152200,627577,come out of the shade,2006.0,the perishers,in the eyes of the world,1998,the flower kings
24292797,284534,627577,house of the rising sun,1999.0,the crowd,in the eyes of the world,1998,the flower kings
24292887,301066,627577,talk of the town,1964.0,the pretenders,in the eyes of the world,1998,the flower kings
24292963,309705,627577,part of the union,2013.0,the strawbs,in the eyes of the world,1998,the flower kings
24292974,574356,627577,march of the swivelheads,2015.0,the beat,in the eyes of the world,1998,the flower kings
24293101,721382,627577,house of the rising sun,2015.0,the animals,in the eyes of the world,1998,the flower kings
24293323,628239,627577,ballad of the whale,1986.0,the yellowjackets,in the eyes of the world,1998,the flower kings
24294113,703022,627577,back in the day punk,2011.0,the secretions,in the eyes of the world,1998,the flower kings
24294126,443154,627577,a day in the life,2010.0,the beatles,in the eyes of the world,1998,the flower kings
24294295,723424,627577,the farmers in the dell,1935.0,the jury,in the eyes of the world,1998,the flower kings
24294400,731694,627577,zebra in the kitchen,1965.0,the standells,in the eyes of the world,1998,the flower kings
24294679,562813,627577,the power of fatherhood,2009.0,the giraffes,in the eyes of the world,1998,the flower kings
24294777,699593,627577,the legend of black thunder,2003.0,the hookers,in the eyes of the world,1998,the flower kings
24312639,699118,834706,i go to rio,2008.0,peter allen+adrienne anderson+tommy emmanuel,i go to rio,2008,tommy emmanuel
24316731,461881,418090,deceiver of fools,2003.0,sharon den adel+within temptation,deceiver of fools [live version],2000,within temptation
24317930,686538,504023,song to the siren,2005.0,the chemical brothers,the driving song,0,the mullets
24318214,729535,504023,the hockey song,2016.0,the glam skanks,the driving song,0,the mullets
24318419,519855,504023,the cow song,2005.0,the mountain goats,the driving song,0,the mullets
24318587,25269,504023,the damned,1993.0,the plasmatics,the driving song,0,the mullets
24319330,725617,504023,the bug,2008.0,the cool raiders,the driving song,0,the mullets
24319347,657041,504023,the end,1987.0,the doors,the driving song,0,the mullets
24319382,136048,504023,the weekenders,1993.0,the hold steady,the driving song,0,the mullets
24319459,601465,504023,the trick,2005.0,the prodigy,the driving song,0,the mullets
24319953,700968,504023,the shimmy,2010.0,the upsetters,the driving song,0,the mullets
24320257,720811,504023,the captain,2014.0,the phoenix foundation,the driving song,0,the mullets
24320455,335718,504023,the sandman,2012.0,the chemical brothers,the driving song,0,the mullets
24320565,601375,504023,the apothecary,2010.0,enter the haggis,the driving song,0,the mullets
24320591,471737,504023,the rain,2009.0,the bloody hollies,the driving song,0,the mullets
24320617,344334,504023,the irony,2011.0,the malpractice,the driving song,0,the mullets
24320868,244776,504023,the odds,2013.0,the cabin project,the driving song,0,the mullets
24324112,34620,576074,hermetico,2009.0,balkan beat box,hermetico (dub gabriel/kush arora remix),2008,balkan beat box
24324334,660590,688690,sleep tonight,2010.0,the lunapins,rave up tonight,0,the thrills
24328850,656278,289019,you spin me round (like a record),2011.0,pete burns+steve coy+mike percy+tim lever+dead or alive,you spin me round (like a record),1984,dead or alive
24328851,540407,289019,you spin me round (like a record),2007.0,pete burns+wayne hussey+mike percy+tim lever+steve coy+dead or alive,you spin me round (like a record),1984,dead or alive
24328852,35798,289019,you spin me round (like a record),2007.0,mike percy+pete burns+steve coy+tim lever+dead or alive,you spin me round (like a record),1984,dead or alive
24328856,501003,289019,you spin me round (like a record),2011.0,dead or alive,you spin me round (like a record),1984,dead or alive
24328857,501401,289019,you spin me round (like a record),2011.0,dead or alive+courtesy of sony music entertainment  limited by arrangement with sony music licensing. written by pete burns+steve coy+mike percy+tim lever  ; � burning music ltd. . all rights on behalf of warner/chappell music ltd.+burning music ltd. administered by wb music corp.+roynet music o/b/o westbury music. all rights reserved. used by permission.,you spin me round (like a record),1984,dead or alive
24328858,115769,289019,you spin me round (like a record),2003.0,pete burns+wayne hussey+mike percy+tim lever+steve coy+dead or alive,you spin me round (like a record),1984,dead or alive
24331797,543681,576386,a la buena de dios,1999.0,los cubaztecas,el canto de la sirena,1996,los limones
24332127,438335,576386,la flor de la canela,1966.0,los tres sudamericanos,el canto de la sirena,1996,los limones
24332243,509712,576386,la casita de papel,1968.0,los antillas combo,el canto de la sirena,1996,los limones
24338514,186958,758700,secret,2010.0,the pierces,your secrets keep you sick,2007,the fold
24338515,187243,758700,secret,2010.0,the pierces,your secrets keep you sick,2007,the fold
24338516,187277,758700,secret,2010.0,the pierces,your secrets keep you sick,2007,the fold
24338517,187376,758700,secret,2010.0,the pierces,your secrets keep you sick,2007,the fold
24338586,83861,758700,keep me in your mind,2004.0,the koreans,your secrets keep you sick,2007,the fold
24338907,536574,758700,you,1973.0,the aquatones,your secrets keep you sick,2007,the fold
24344418,730806,864183,party time,1991.0,the heptones,long time gone,0,the first class
24345663,451690,157552,three days,1993.0,janes addiction,three days (2006 remastered album version),2006,jane's addiction
24351549,154669,90579,till it happens to you,2009.0,corinne bailey rae,till it happens to you,2006,corinne bailey rae
24353503,699659,861159,the geeks were right,2009.0,the faint,you were right,2009,cuff the duke
24354403,536574,861159,you,1973.0,the aquatones,you were right,2009,cuff the duke
24366890,657041,520178,the end,1987.0,the doors,the end of the line,0,the mayflies usa
24366971,328221,520178,friday im in love / the end of the world,2007.0,the cure,the end of the line,0,the mayflies usa
24367004,103445,520178,ballad of a bitter end,2005.0,the poems,the end of the line,0,the mayflies usa
24367283,699593,520178,the legend of black thunder,2003.0,the hookers,the end of the line,0,the mayflies usa
24367435,628239,520178,ballad of the whale,1986.0,the yellowjackets,the end of the line,0,the mayflies usa
24367793,397266,520178,fear of the future,2000.0,the residents,the end of the line,0,the mayflies usa
24367799,5437,520178,come out of the shade,2008.0,the perishers,the end of the line,0,the mayflies usa
24367800,530011,520178,house of the rising sun,2016.0,the animals,the end of the line,0,the mayflies usa
24367892,152200,520178,come out of the shade,2006.0,the perishers,the end of the line,0,the mayflies usa
24367903,284534,520178,house of the rising sun,1999.0,the crowd,the end of the line,0,the mayflies usa
24367936,157422,520178,news of the world,2005.0,the jam,the end of the line,0,the mayflies usa
24368015,301066,520178,talk of the town,1964.0,the pretenders,the end of the line,0,the mayflies usa
24368102,309705,520178,part of the union,2013.0,the strawbs,the end of the line,0,the mayflies usa
24368119,574356,520178,march of the swivelheads,2015.0,the beat,the end of the line,0,the mayflies usa
24368266,721382,520178,house of the rising sun,2015.0,the animals,the end of the line,0,the mayflies usa
24368522,231280,520178,what became of the likely lads,2015.0,the libertines,the end of the line,0,the mayflies usa
24370066,688577,520178,in the grace of your love,2014.0,the rapture,the end of the line,0,the mayflies usa
24370084,562813,520178,the power of fatherhood,2009.0,the giraffes,the end of the line,0,the mayflies usa
24372566,419322,678547,heartbeats - rex the dog remix,2008.0,the knife,heartbeats,2009,the legends
24372567,682639,678547,heartbeats,2013.0,the knife,heartbeats,2009,the legends
24377523,687486,866232,theyre ready for you,2012.0,chris vickery,livin' for you,0,chris christian
24377580,707510,866232,im looking for you,2010.0,christian clermont+agn�s m�nard,livin' for you,0,chris christian
24383553,235176,62601,cant we be sweethearts,2004.0,herb cox+the cleftones,can't we be sweethearts (live),0,the cleftones
24383701,251619,62601,thatll be the day (live),1989.0,the las,can't we be sweethearts (live),0,the cleftones
24383810,172845,802560,look after you,2003.0,the fray,time after time,1990,the beloved
24384036,231102,802560,time for heroes,2015.0,the libertines,time after time,1990,the beloved
24384060,2922,802560,wiser time,1994.0,the black crowes,time after time,1990,the beloved
24384252,669631,802560,old time religion,1978.0,the band,time after time,1990,the beloved
24384557,729867,802560,long time traveler,2011.0,the wailin jennys,time after time,1990,the beloved
24384566,730806,802560,party time,1991.0,the heptones,time after time,1990,the beloved
24384681,114282,802560,its only time,2005.0,the magnetic fields,time after time,1990,the beloved
24384729,392501,802560,in time,2015.0,find the others,time after time,1990,the beloved
24387472,659271,621411,polkas palabras,2001.0,juan francisco ayala+molotov,polkas palabras,1999,molotov
24391872,615527,10700,secret smile,1999.0,dan wilson+semisonic,secret smile,1998,semisonic
24397176,493160,139638,mother,1986.0,john lennon+the plastic ono elephants memory band,mother,1975,john lennon and the plastic ono band
24399243,220140,931543,as we lay,2000.0,l. troutman+b. beck+kelly price,as we lay,2000,kelly price
24399959,396318,2659,sunny,1977.0,boney m.,sunny,1976,boney m.
24415426,600370,194757,story problem,2007.0,the envy corps,sob story,0,the mullets
24416703,638335,599313,ninety-nine ways,2015.0,tab hunter,wise ways,2000,ruby hunter
24417776,534620,776920,black ice,2013.0,the north,black presents,2006,the icarus line
24420860,347531,769577,bouncing off the walls,2003.0,sugarcult,bouncing off the walls,2000,sugarcult
24435368,258535,199766,white daisy passing,2003.0,rocky votolato,white daisy passing,2006,rocky votolato
24441828,103503,18186,abandon ship,2005.0,the sorry kisses,this ship,2008,the automatic
24442052,301464,18186,rock this town,1964.0,the stray cats,this ship,2008,the automatic
24442165,332582,18186,is this love?,2011.0,the fireman,this ship,2008,the automatic
24442187,729540,18186,this dead man,2016.0,the glam skanks,this ship,2008,the automatic
24442213,214191,18186,this days,2007.0,the sleepy jackson,this ship,2008,the automatic
24444696,87218,650617,homage to a friend,1982.0,william goldstein,french suite: homage to amour,0,william goldstein
24449270,371149,811374,death to the sickoids,2011.0,brian goble+the subhumans,oxygen to the brain,2008,brian wilson
24458430,694785,747038,the promised land,1981.0,chuck berry,the goodbye,0,chuck loeb
24461119,536086,163753,my time is gonna come,1980.0,russ ballard+roger daltrey,my time is gonna come,1980,roger daltrey
24466201,231059,856581,flashback,2010.0,calvin harris,flashback,2009,calvin harris
24478021,107904,156874,raining in my heart,2014.0,felice bryant+boudleaux bryant+buddy holly,raining in my heart,1959,buddy holly
24480686,189820,115588,filthy mind,2000.0,amanda ghost,filthy mind (wicked child mix),2000,amanda ghost
24482205,186613,120442,heaven says hello,2016.0,sonny james,heaven says hello,1990,sonny james
24482646,150351,278398,too much love can make you unhappy,1957.0,peggy king,too much rain,1971,carole king
24490124,378605,126473,human beat box,2002.0,doug e. fresh,beat box,2005,farm fresh
24497150,507653,311472,la ville sendormait,2015.0,jacques brel,la foire,1953,jacques brel
24498587,539617,189432,el corridos de los hermanos mendoza,1993.0,los campesinos de michoacan,los ojos de pancha,0,los llaneros de la frontera
24509991,659408,15379,a pause for the cause for doubt,2005.0,the flaming lips,heaven for the weather,0,the streets
24510152,705885,15379,cure for the blues,2013.0,the haunted continents,heaven for the weather,0,the streets
24510279,616183,15379,thanks for the buggy ride,1950.0,the kings men,heaven for the weather,0,the streets
24520983,647424,374450,make it happen,2014.0,the roast beafs,make it happen (lightspeed champion version),0,the teenagers
24521333,498152,482933,new day,2003.0,sounds from the ground,new day,2001,sounds from the ground
24523335,150998,810343,the crying game,1992.0,boy george,the grid,0,to my boy
24535035,694863,177255,by starlight,2000.0,the smashing pumpkins,by starlight,1995,the smashing pumpkins
24536424,285111,73264,blind love,2002.0,the nighthawks,rocket o' love,0,the knack
24536481,554912,73264,buried love,2008.0,the manvils,rocket o' love,0,the knack
24536713,712725,73264,love slave,1986.0,the screaming sirens,rocket o' love,0,the knack
24536749,193191,73264,first love,2009.0,the maccabees,rocket o' love,0,the knack
24537056,619695,73264,original love,1982.0,the feelies,rocket o' love,0,the knack
24537068,229062,73264,disco love,2012.0,the saturdays,rocket o' love,0,the knack
24537421,449319,73264,love me,2010.0,the cramps,rocket o' love,0,the knack
24537605,724292,321251,the guns of brixton,2011.0,the clash+paul simonon,guns of september,2005,the adolescents
24539090,384024,143941,i will kill you,2000.0,alex webster+cannibal corpse,i will kill you,1998,cannibal corpse
24541447,520767,676766,rock me baby,1985.0,b.b. king,ballroom baby,0,pee wee king
24542203,488568,809883,intermission 247,2007.0,heavens to betsy,intermission 247,0,heavens to betsy
24543485,206412,404253,la cumbia de los aburridos,2007.0,residente  / visitante+calle 13,la madre de los enanos,2005,calle 13
24552387,457350,634618,i got 5 on it,2013.0,luniz,i got 5 on it,1995,the luniz
24552425,699655,634618,i got mine,2009.0,the black keys,i got 5 on it,1995,the luniz
24552426,699671,634618,i got a right,2009.0,the stooges,i got 5 on it,1995,the luniz
24552447,60398,634618,i got to sleep,2014.0,the pretenders,i got 5 on it,1995,the luniz
24552890,502356,634618,dont blame it on i,2001.0,the congos,i got 5 on it,1995,the luniz
24552914,680796,634618,i had it all,2013.0,the real people,i got 5 on it,1995,the luniz
24552915,688918,634618,is it on  is it off?,1969.0,the bit asweet,i got 5 on it,1995,the luniz
24563067,413427,217549,gimme a pigfoot and a bottle of beer,1992.0,coot grant+wesley wilson+diana ross,gimme a pigfoot and a bottle of beer (live),0,diana ross
24563973,339514,603888,columbia  gem of the ocean,1943.0,,how deep is the ocean,2005,nancy lamott
24564006,462759,603888,columbia  the gem of the ocean,1939.0,,how deep is the ocean,2005,nancy lamott
24564013,478528,603888,columbia  gem of the ocean,1944.0,,how deep is the ocean,2005,nancy lamott
24564069,552691,603888,help is on the way,2008.0,david friedman+nancy lamott,how deep is the ocean,2005,nancy lamott
24564076,695208,603888,deep in the spirit,1971.0,,how deep is the ocean,2005,nancy lamott
24564276,357301,603888,this is how it goes,,,how deep is the ocean,2005,nancy lamott
24564860,712527,603888,the river is blue,2008.0,,how deep is the ocean,2005,nancy lamott
24564866,324404,603888,the witch is here,1986.0,,how deep is the ocean,2005,nancy lamott
24564888,730748,603888,the dew is on the blossom,1939.0,,how deep is the ocean,2005,nancy lamott
24565378,567179,861428,young love,2007.0,sonny james,young love,1959,sonny james
24566330,146546,861428,this sweet love,2011.0,james yuill,young love,1959,sonny james
24566783,721724,861428,oh  my love,1948.0,james v. monaco,young love,1959,sonny james
24568890,463016,432129,you heard the song,1977.0,larry santos+bill conti,the last suit you wear,2007,larry sparks
24569253,544556,432129,you take the gold,2004.0,beachwood sparks,the last suit you wear,2007,larry sparks
24575354,690367,193309,block rockin beats,1998.0,tom rowlands+ed simons+schooly-d+the chemical brothers,prescription beats,1997,the chemical brothers
24575358,725636,193309,dust up beats,1996.0,the chemical brothers,prescription beats,1997,the chemical brothers
