movie_title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,episode,song_title,artists,song_id,track_id
subterranean,1999.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,the streets,gray ghost,the fever,689956.0,228185.0
subterranean,1999.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,the music,black and white town (david holmes remix),doves,599337.0,228178.0
war dogs,2016.0,114.0,40000000.0,7.2,22577.0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,r,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,christmas (baby please come home),jeff barry+ellie greenwich+phil spector+darlene love,280030.0,717439.0
war dogs,2016.0,114.0,40000000.0,7.2,22577.0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,r,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,dimension,andrew stockdale+chris ross+myles heskett+wolfmother,939128.0,717429.0
war dogs,2016.0,114.0,40000000.0,7.2,22577.0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,r,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,girl_ you'll be a woman soon,neil diamond,439716.0,717432.0
war dogs,2016.0,114.0,40000000.0,7.2,22577.0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,r,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,the last word in lonesome,cliff martinez+randy miller,668130.0,717433.0
carmen miranda: bananas is my business,1995.0,91.0,,7.9,204.0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,the lady in the tutti frutti hat,harry warren+carmen miranda,101534.0,385108.0
the kremlin letter,1970.0,120.0,,6.4,1336.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,stay,maurice williams & the zodiacs,735883.0,668416.0
the kremlin letter,1970.0,120.0,,6.4,1336.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,stay young,maurice williams,948852.0,668416.0
the kremlin letter,1970.0,120.0,,6.4,1336.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,stay,maurice williams & the zodiacs,518981.0,668416.0
kissing a fool,1998.0,93.0,,5.6,4357.0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,r,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,ready for love,bad company,475278.0,502536.0
kissing a fool,1998.0,93.0,,5.6,4357.0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,r,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,be your own (lp version),rebekah,701778.0,502533.0
me myself i,1999.0,100.0,,6.5,2374.0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,r,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,breakfast radio,charlie christian,36035.0,536158.0
born to win,1971.0,88.0,,5.7,1228.0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ooh poo pah doo,ike turner+tina turner,275843.0,374259.0
perkele! kuvia suomesta,1971.0,104.0,,7.0,381.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,laulu nesteestï¿½,m.a. numminen,532624.0,574812.0
die hard with a vengeance,1995.0,128.0,90000000.0,7.6,301541.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,r,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,off minor,thelonious monk septet,942652.0,414141.0
die antwort kennt nur der wind,1974.0,,,5.8,70.0,4.5,0.0,14.5,14.5,34.5,14.5,14.5,4.5,4.5,4.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,blowin in the wind (uncredited),bob dylan,317561.0,413915.0
the key,2007.0,15.0,2000.0,6.2,6.0,34.5,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.0,34.5,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,flat foot floogie,slim gaillard+slam stewart+the chorus girls,333952.0,667892.0
spooner,2009.0,83.0,,5.8,496.0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,r,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,stanley vs hannah,alamo race track+ralph mulder,254287.0,626602.0
middle of nowhere,2010.0,14.0,,8.3,17.0,0.0,0.0,0.0,14.5,14.5,4.5,4.5,0.0,0.0,64.5,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,didddie wa diddie,blind blake,263228.0,540250.0
wake,2006.0,7.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,dynamite (album),the mother truckers+josh zee+teal collins,22302.0,716497.0
wasting away,2007.0,87.0,1000000.0,5.7,2552.0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,take the skinheads bowling,camper van beethoven,76500.0,717973.0
veronika decides to die,2009.0,103.0,9000000.0,6.5,10202.0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,r,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,everything in its right place (bbc radio one evening session - 15/11/00),thom yorke   / phil selway  / ed obrien    / jonny greenwood   / colin greenwood+radiohead,556119.0,712974.0
veronika decides to die,2009.0,103.0,9000000.0,6.5,10202.0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,r,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,vem vet,lisa ekdahl,418327.0,712976.0
things to do,2006.0,85.0,,5.2,454.0,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,nature of the experiment,tokyo police club,815643.0,694111.0
scam,2001.0,17.0,,5.2,6.0,34.5,0.0,14.5,0.0,0.0,14.5,0.0,0.0,0.0,34.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,remember me,lucky dube+richard siluma,322240.0,605656.0
scam,2001.0,17.0,,5.2,6.0,34.5,0.0,14.5,0.0,0.0,14.5,0.0,0.0,0.0,34.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,it's not easy,lucky dube,673090.0,605658.0
life,2000.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,banana in your fruit basket,bo carter+arrangement with sony music licensing,73409.0,518193.0
life,2000.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,what would you do?,robby pardlo+ryan toby+city high,49131.0,518202.0
life,2000.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,what would you do?,robby pardlo+ryan toby+city high,526943.0,518202.0
io e te,2012.0,103.0,,6.6,4169.0,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,sing for absolution [full length us remix],muse,532101.0,486466.0
two tickets to paradise,2011.0,10.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,from the back,al kapone+d. hughes,859616.0,705921.0
the movie orgy,1968.0,259.0,,8.1,72.0,4.5,4.5,0.0,4.5,4.5,4.5,4.5,24.5,14.5,24.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,walk like a man,bob crewe+bob gaudio+frankie valli+the four seasons,47141.0,674496.0
the wendell baker story,2005.0,99.0,8000000.0,5.5,5174.0,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,pg-13,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,kiss an angel good morning,ben peters+charley pride+arrangement with sony bmg music licensing,127549.0,690868.0
the wendell baker story,2005.0,99.0,8000000.0,5.5,5174.0,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,pg-13,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,kiss an angel good morning,ben peters+charley pride+arrangement with sony bmg music licensing,397609.0,690868.0
making love,1982.0,113.0,,6.8,1923.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,the goodbye look (album version),donald fagen,371095.0,531132.0
black and blue,1981.0,87.0,,8.1,42.0,0.0,0.0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,cities on flame with rock and roll,blue ï¿½yster cult,161034.0,369468.0
act one,2005.0,100.0,10000.0,7.8,30.0,4.5,0.0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,all of me,billie holiday,113500.0,339386.0
indian summer,1996.0,98.0,,6.2,675.0,14.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,r,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,hello muddah_ hello faddah (album version),allan sherman+lou busch,705622.0,484828.0
indian summer,1996.0,98.0,,6.2,675.0,14.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,r,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,ready for love,mick ralphs+bad company,475278.0,484826.0
memphis rising: elvis returns,2011.0,101.0,1000000.0,7.0,43.0,24.5,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,45.5,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,suspicious minds,francis zambon+elvis presley,434999.0,538145.0
teresa brewer and the firehouse five plus two,1951.0,16.0,10000.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,old man mose,louis armstrong+zilner randolph+teresa brewer,642078.0,641799.0
teresa brewer and the firehouse five plus two,1951.0,16.0,10000.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,old man mose,louis armstrong+zilner randolph+teresa brewer,961381.0,641799.0
down,2001.0,111.0,15000000.0,4.4,3017.0,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,r,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,hot shot (hot shot (maxroxx remake)) 130 bpm,karen young,223756.0,420385.0
of all the things,2012.0,105.0,,7.6,16.0,4.5,0.0,0.0,0.0,4.5,4.5,24.5,24.5,0.0,34.5,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,nightshift,dennis lambert+franne golde+walter orange+the commodores,493318.0,563239.0
der krieger und die kaiserin,2000.0,135.0,,7.6,13082.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,r,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,autumnal,arab strap,55446.0,411022.0
zoom,2007.0,3.0,,5.6,5.0,0.0,0.0,0.0,0.0,64.5,24.5,24.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,superman (it's not easy),john ondrasik+five for fighting+arrangement with sony bmg music entertainment,825170.0,732735.0
zoom,2007.0,3.0,,5.6,5.0,0.0,0.0,0.0,0.0,64.5,24.5,24.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,the middle,jim adkins+rick burch+jimmy eat world,662100.0,732736.0
siete mesas de billar franc?s,2007.0,116.0,,6.7,480.0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,parque triana,miguel campello+carlos tato moreno+elbicho,118678.0,614802.0
dawna of the dead,2008.0,71.0,,5.0,72.0,24.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,what the world needs now is love (reprise),burt bacharach+hal david+tree adams,252909.0,406655.0
ashes to ashes,2010.0,16.0,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,(#1.7),police on my back,the clash,200208.0,17234.0
the jazz singer,1980.0,115.0,,5.7,2951.0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,amazed and confused,neil diamond+richard bennett,953688.0,667328.0
the secret life of walter mitty,2013.0,114.0,90000000.0,7.3,238697.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,pg,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,escape (the pina colada song),rupert holmes+jack johnson,225612.0,683491.0
now & forever,2002.0,101.0,,6.4,397.0,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,r,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,souls,chantal kreviazuk,783268.0,560604.0
the help,2011.0,146.0,25000000.0,8.1,322707.0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,pg-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,hallelujah i love her so,ray charles+arrangement with warner music group film+tv licensing,154431.0,664749.0
the help,2011.0,146.0,25000000.0,8.1,322707.0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,pg-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,the wah-watusi,dave appell+kal mann+the orlons,287980.0,664751.0
get over it,1996.0,78.0,,7.5,14.0,4.5,0.0,4.5,4.5,4.5,14.5,0.0,0.0,0.0,45.5,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,morse,george evelyn+robin taylor-firth+nightmares on wax,888233.0,450750.0
all the wilderness,2014.0,85.0,,5.8,1002.0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,escarpment,no age,690316.0,344237.0
love and music,1971.0,83.0,,7.7,40.0,0.0,4.5,0.0,0.0,4.5,24.5,14.5,24.5,4.5,24.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,so sad,canned heat,135570.0,525614.0
love and music,1971.0,83.0,,7.7,40.0,0.0,4.5,0.0,0.0,4.5,24.5,14.5,24.5,4.5,24.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,wasted union blues,david laflamme+its a beautiful day,585289.0,525617.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,cypress grove blues,skip james,878304.0,685203.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,jesus is a might good leader,skip james,212873.0,685195.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,devil got my woman,skip james+the jon spencer blues explosion,818051.0,685188.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,devil got my woman,skip james,818051.0,685215.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,dark was the night  cold was the ground,blind willie johnson,207454.0,685173.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,illinois blues,skip james,75185.0,685185.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,john the revelator,blind willie johnson,680599.0,685177.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,vietnam blues,j.b. lenoir,296997.0,685176.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,hard time killing floor blues,skip james,712655.0,685183.0
the soul of a man,2003.0,103.0,,7.5,686.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,hard time killing floor blues,skip james+lucinda williams,712655.0,685194.0
she's having a baby,1988.0,106.0,,5.8,9216.0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,apron strings (live),ben watt+tracey thorn+everything but the girl,231134.0,611899.0
worst case scenario,2014.0,82.0,,6.5,19.0,0.0,4.5,14.5,0.0,4.5,24.5,24.5,4.5,14.5,14.5,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,time is running out,tony bonanno+paul burch+joe sparks+burning image,834257.0,727204.0
sweet november,2001.0,115.0,40000000.0,6.7,70800.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,pg-13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,middle of the night (album version),paul brown+roberto vally+rick braun,364385.0,636687.0
copa de elite,2014.0,109.0,,4.1,386.0,14.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,não vem que não tem (nem vem que não) (1997 digital remaster),wilson simonal,91851.0,398431.0
the who's tommy  the amazing journey,1993.0,59.0,,7.7,58.0,0.0,4.5,4.5,0.0,14.5,4.5,14.5,14.5,4.5,34.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,won't get fooled again (bonustrack),pete townshend,305726.0,691105.0
out of sight,1966.0,87.0,,5.7,63.0,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,0.0,14.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,funny over you,freddie garrity+freddie+the dreamers,54770.0,568748.0
space is the place,1974.0,85.0,,6.7,594.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,space is the place,sun ra+his intergalactic solar arkestra,842721.0,625023.0
space is the place,1974.0,85.0,,6.7,594.0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,we travel the spaceways,sun ra+his intergalactic solar arkestra,820543.0,625017.0
the thomas crown affair,1999.0,113.0,48000000.0,6.8,73512.0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,r,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,everything (...is never quite enough),wasis diop+xavier derouin+beth hirsch,100977.0,687653.0
waiting for the light,1990.0,94.0,,6.1,318.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,the loco-motion,carole king+gerry goffin+little eva,32184.0,716371.0
waiting for the light,1990.0,94.0,,6.1,318.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,working in the coal mine (live),allen toussaint+lee dorsey,416790.0,716372.0
waiting for the light,1990.0,94.0,,6.1,318.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,working in the coal mine,allen toussaint+lee dorsey,7803.0,716372.0
the firm,2004.0,4.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,mad world,tears for fears,521307.0,659892.0
reasons to kill,2015.0,15.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,one more day,harry gregson-williams+sinï¿½ad oconnor,497321.0,590555.0
remote control,1930.0,65.0,,7.4,461.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,4.5,24.5,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,just a little closer,joseph meyer+charles king,387682.0,592174.0
family meeting,2011.0,4.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,ride on red,louisiana red+wentus blues band,622479.0,436310.0
une nouvelle amie,2014.0,108.0,,6.5,4841.0,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,r,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,follow me,amanda lear,20581.0,709114.0
dumb and dumber to,2014.0,109.0,35000000.0,5.7,98425.0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,pg-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,relax baby be cool,serge gainsbourg+stereo total+arrangement with bank robber music,901869.0,423259.0
dumb and dumber to,2014.0,109.0,35000000.0,5.7,98425.0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,pg-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,vehicle,jim peterik+the ides of march,163041.0,423250.0
the good shepherd,2004.0,91.0,,5.2,1208.0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,pg-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,the whiffenpoof song (baa! baa! baa!),george s. pomeroy+meade minnigerode+tod b. galloway+rev. by rudy vallee,712029.0,662614.0
soul mates,2007.0,22.0,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,black is the colour,cara dillon,73474.0,623929.0
the motel life,2012.0,85.0,,6.0,2924.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,r,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,wait,jamie hince+alison mosshart+the kills,831103.0,674387.0
feestje,2004.0,95.0,,4.4,395.0,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,don't say that you love me,tjeerd oosterhuis+trijntje oosterhuis,691839.0,437947.0
the libertines: there are no innocent bystanders,2011.0,87.0,,7.3,222.0,4.5,0.0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,24.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,up the bracket,the libertines,110696.0,670138.0
big momma's house,2000.0,99.0,30000000.0,5.1,67484.0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,pg-13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,what i'm gon' do to you,kandi burruss+kevin shekspere briggs+bernard edwards,694825.0,367278.0
roskisprinssi,2011.0,100.0,,5.6,251.0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,yhtenï¿½ iltana,hector,137967.0,599179.0
the look of love,2015.0,9.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,gopher mambo,conrad gozzo+billy may+yma sumac,495037.0,671361.0
the drifter,1970.0,30.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,mountaineers,count me out,jack pruett+marty robbins,816991.0,242902.0
the drifter,1970.0,30.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,ghost town,man walks among us,marty robbins,389156.0,242884.0
the drifter,1970.0,30.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,the barn dance,i couldn't keep from crying,marty robbins+bobby sykes+don winters,103649.0,242932.0
the drifter,1970.0,30.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,virginia,streets of laredo,marty robbins,833955.0,242957.0
one knight stand,2014.0,,100000.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,macs day out (#1.4),fly high michelle (lp version),enuff z'nuff,73317.0,172346.0
the waterboy,1998.0,90.0,20000000.0,6.1,120503.0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,pg-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,block rockin' beats (2003 digital remaster),tom rowlands+ed simons+schooly-d+the chemical brothers,959821.0,690367.0
gimme shelter,1970.0,91.0,,7.9,8228.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,i've been loving you too long (remastered stereo album version),otis redding+jerry butler+ike+tina turner,558163.0,451853.0
gimme shelter,1970.0,91.0,,7.9,8228.0,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,six days on the road,earl green+carl b. montgomery+the flying burrito brothers,854741.0,451855.0
outnumbered,2011.0,12.0,,5.9,7.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,44.5,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,the robbers (#3.0),frankie's gun!,the felice brothers,645536.0,176269.0
standing still,2000.0,11.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,you ain't seen nothing yet,randy bachman+bachman-turner overdrive,282131.0,627995.0
strike!,2001.0,10.0,,5.1,8.0,24.5,0.0,0.0,24.5,0.0,14.5,14.5,14.5,0.0,14.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,come to me,otis redding+arrangement with warner special products,811635.0,632649.0
phil ochs: there but for fortune,2010.0,96.0,,7.6,321.0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,draft dodger rag,phil ochs,947321.0,575977.0
phil ochs: there but for fortune,2010.0,96.0,,7.6,321.0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,chords of fame,phil ochs,584187.0,575976.0
phil ochs: there but for fortune,2010.0,96.0,,7.6,321.0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,links on the chain (lp version),phil ochs,331154.0,575981.0
miss match,2007.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,whos sari now? (#1.11),worn me down,rachael yamagata;malcolm burn,171566.0,155103.0
without limits,1998.0,117.0,25000000.0,7.2,5872.0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,14.5,pg-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,tamalpais high (at about 3) (2006 remastered lp version),david crosby,898795.0,726097.0
more,1969.0,112.0,,6.6,1625.0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,up the khyber (1996 digital remaster),nick mason+richard wright+pink floyd,314810.0,545071.0
